1,100,100,,,,,,,
2,95,95,,,,2020,Over 15,2000,29.7
3,90.25,90.25,,,122,2020,5 to 15,2010,29.1
4,85.7375,85.7375,,,123,2020,Under 5,2018,27.6
5,81.450625,81.450625,,,,,,,
6,77.37809375,77.37809375,,,,,,,
7,73.50918906,73.50918906,,,,,,,
8,69.83372961,69.83372961,,,,,,,
9,66.34204313,66.34204313,,,,,,,
