Australian Bureau of Statistics,,,,
,,,,
"Motor Vehicle Census, 2013",,,,
Vehicles,1966,Light Rigid Trucks up to 4.5t GVM,44,
Vehicles,1966,Heavy Rigid Trucks > 4.5t GVM,622,
Vehicles,1966,Prime Movers,24,
Vehicles,1966,Buses > 9 seats,11,
Vehicles,1966,Fire Appliances,13,
Vehicles,1966,Trucks with Machinery Mounted,3,
Vehicles,1966,Other Non Freight Carrying Trucks,0,
Vehicles,1966,Tow Trucks,4,
Vehicles,1967,Light Rigid Trucks up to 4.5t GVM,66,
Vehicles,1967,Heavy Rigid Trucks > 4.5t GVM,663,
Vehicles,1967,Prime Movers,19,
Vehicles,1967,Buses > 9 seats,4,
Vehicles,1967,Fire Appliances,26,
Vehicles,1967,Trucks with Machinery Mounted,4,
Vehicles,1967,Other Non Freight Carrying Trucks,0,
Vehicles,1967,Tow Trucks,4,
Vehicles,1968,Light Rigid Trucks up to 4.5t GVM,66,
Vehicles,1968,Heavy Rigid Trucks > 4.5t GVM,937,
Vehicles,1968,Prime Movers,44,
Vehicles,1968,Buses > 9 seats,13,
Vehicles,1968,Fire Appliances,25,
Vehicles,1968,Trucks with Machinery Mounted,9,
Vehicles,1968,Other Non Freight Carrying Trucks,0,
Vehicles,1968,Tow Trucks,9,
Vehicles,1969,Light Rigid Trucks up to 4.5t GVM,70,
Vehicles,1969,Heavy Rigid Trucks > 4.5t GVM,944,
Vehicles,1969,Prime Movers,59,
Vehicles,1969,Buses > 9 seats,9,
Vehicles,1969,Fire Appliances,29,
Vehicles,1969,Trucks with Machinery Mounted,15,
Vehicles,1969,Other Non Freight Carrying Trucks,3,
Vehicles,1969,Tow Trucks,4,
Vehicles,1970,Light Rigid Trucks up to 4.5t GVM,106,
Vehicles,1970,Heavy Rigid Trucks > 4.5t GVM,1309,
Vehicles,1970,Prime Movers,119,
Vehicles,1970,Buses > 9 seats,25,
Vehicles,1970,Fire Appliances,46,
Vehicles,1970,Trucks with Machinery Mounted,8,
Vehicles,1970,Other Non Freight Carrying Trucks,0,
Vehicles,1970,Tow Trucks,17,
Vehicles,1971,Light Rigid Trucks up to 4.5t GVM,97,
Vehicles,1971,Heavy Rigid Trucks > 4.5t GVM,922,
Vehicles,1971,Prime Movers,105,
Vehicles,1971,Buses > 9 seats,18,
Vehicles,1971,Fire Appliances,41,
Vehicles,1971,Trucks with Machinery Mounted,13,
Vehicles,1971,Other Non Freight Carrying Trucks,3,
Vehicles,1971,Tow Trucks,4,
Vehicles,1972,Light Rigid Trucks up to 4.5t GVM,116,
Vehicles,1972,Heavy Rigid Trucks > 4.5t GVM,1065,
Vehicles,1972,Prime Movers,92,
Vehicles,1972,Buses > 9 seats,31,
Vehicles,1972,Fire Appliances,28,
Vehicles,1972,Trucks with Machinery Mounted,6,
Vehicles,1972,Other Non Freight Carrying Trucks,0,
Vehicles,1972,Tow Trucks,10,
Vehicles,1973,Light Rigid Trucks up to 4.5t GVM,139,
Vehicles,1973,Heavy Rigid Trucks > 4.5t GVM,1529,
Vehicles,1973,Prime Movers,151,
Vehicles,1973,Buses > 9 seats,18,
Vehicles,1973,Fire Appliances,21,
Vehicles,1973,Trucks with Machinery Mounted,14,
Vehicles,1973,Other Non Freight Carrying Trucks,0,
Vehicles,1973,Tow Trucks,7,
Vehicles,1974,Light Rigid Trucks up to 4.5t GVM,235,
Vehicles,1974,Heavy Rigid Trucks > 4.5t GVM,1857,
Vehicles,1974,Prime Movers,235,
Vehicles,1974,Buses > 9 seats,28,
Vehicles,1974,Fire Appliances,37,
Vehicles,1974,Trucks with Machinery Mounted,15,
Vehicles,1974,Other Non Freight Carrying Trucks,3,
Vehicles,1974,Tow Trucks,20,
Vehicles,1975,Light Rigid Trucks up to 4.5t GVM,291,
Vehicles,1975,Heavy Rigid Trucks > 4.5t GVM,2198,
Vehicles,1975,Prime Movers,301,
Vehicles,1975,Buses > 9 seats,32,
Vehicles,1975,Fire Appliances,34,
Vehicles,1975,Trucks with Machinery Mounted,11,
Vehicles,1975,Other Non Freight Carrying Trucks,0,
Vehicles,1975,Tow Trucks,36,
Vehicles,1976,Light Rigid Trucks up to 4.5t GVM,407,
Vehicles,1976,Heavy Rigid Trucks > 4.5t GVM,3039,
Vehicles,1976,Prime Movers,504,
Vehicles,1976,Buses > 9 seats,47,
Vehicles,1976,Fire Appliances,46,
Vehicles,1976,Trucks with Machinery Mounted,30,
Vehicles,1976,Other Non Freight Carrying Trucks,0,
Vehicles,1976,Tow Trucks,36,
Vehicles,1977,Light Rigid Trucks up to 4.5t GVM,526,
Vehicles,1977,Heavy Rigid Trucks > 4.5t GVM,2709,
Vehicles,1977,Prime Movers,487,
Vehicles,1977,Buses > 9 seats,72,
Vehicles,1977,Fire Appliances,24,
Vehicles,1977,Trucks with Machinery Mounted,23,
Vehicles,1977,Other Non Freight Carrying Trucks,4,
Vehicles,1977,Tow Trucks,56,
Vehicles,1978,Light Rigid Trucks up to 4.5t GVM,572,
Vehicles,1978,Heavy Rigid Trucks > 4.5t GVM,2891,
Vehicles,1978,Prime Movers,581,
Vehicles,1978,Buses > 9 seats,104,
Vehicles,1978,Fire Appliances,39,
Vehicles,1978,Trucks with Machinery Mounted,42,
Vehicles,1978,Other Non Freight Carrying Trucks,6,
Vehicles,1978,Tow Trucks,69,
Vehicles,1979,Light Rigid Trucks up to 4.5t GVM,524,
Vehicles,1979,Heavy Rigid Trucks > 4.5t GVM,3278,
Vehicles,1979,Prime Movers,729,
Vehicles,1979,Buses > 9 seats,144,
Vehicles,1979,Fire Appliances,35,
Vehicles,1979,Trucks with Machinery Mounted,40,
Vehicles,1979,Other Non Freight Carrying Trucks,4,
Vehicles,1979,Tow Trucks,64,
Vehicles,1980,Light Rigid Trucks up to 4.5t GVM,520,
Vehicles,1980,Heavy Rigid Trucks > 4.5t GVM,4195,
Vehicles,1980,Prime Movers,722,
Vehicles,1980,Buses > 9 seats,208,
Vehicles,1980,Fire Appliances,40,
Vehicles,1980,Trucks with Machinery Mounted,80,
Vehicles,1980,Other Non Freight Carrying Trucks,5,
Vehicles,1980,Tow Trucks,57,
Vehicles,1981,Light Rigid Trucks up to 4.5t GVM,680,
Vehicles,1981,Heavy Rigid Trucks > 4.5t GVM,4697,
Vehicles,1981,Prime Movers,705,
Vehicles,1981,Buses > 9 seats,194,
Vehicles,1981,Fire Appliances,47,
Vehicles,1981,Trucks with Machinery Mounted,85,
Vehicles,1981,Other Non Freight Carrying Trucks,3,
Vehicles,1981,Tow Trucks,91,
Vehicles,1982,Light Rigid Trucks up to 4.5t GVM,667,
Vehicles,1982,Heavy Rigid Trucks > 4.5t GVM,4260,
Vehicles,1982,Prime Movers,560,
Vehicles,1982,Buses > 9 seats,245,
Vehicles,1982,Fire Appliances,49,
Vehicles,1982,Trucks with Machinery Mounted,62,
Vehicles,1982,Other Non Freight Carrying Trucks,8,
Vehicles,1982,Tow Trucks,84,
Vehicles,1983,Light Rigid Trucks up to 4.5t GVM,514,
Vehicles,1983,Heavy Rigid Trucks > 4.5t GVM,3700,
Vehicles,1983,Prime Movers,389,
Vehicles,1983,Buses > 9 seats,331,
Vehicles,1983,Fire Appliances,70,
Vehicles,1983,Trucks with Machinery Mounted,51,
Vehicles,1983,Other Non Freight Carrying Trucks,3,
Vehicles,1983,Tow Trucks,66,
Vehicles,1984,Light Rigid Trucks up to 4.5t GVM,987,
Vehicles,1984,Heavy Rigid Trucks > 4.5t GVM,6231,
Vehicles,1984,Prime Movers,834,
Vehicles,1984,Buses > 9 seats,504,
Vehicles,1984,Fire Appliances,88,
Vehicles,1984,Trucks with Machinery Mounted,62,
Vehicles,1984,Other Non Freight Carrying Trucks,8,
Vehicles,1984,Tow Trucks,76,
Vehicles,1985,Light Rigid Trucks up to 4.5t GVM,1586,
Vehicles,1985,Heavy Rigid Trucks > 4.5t GVM,9293,
Vehicles,1985,Prime Movers,1238,
Vehicles,1985,Buses > 9 seats,759,
Vehicles,1985,Fire Appliances,108,
Vehicles,1985,Trucks with Machinery Mounted,117,
Vehicles,1985,Other Non Freight Carrying Trucks,14,
Vehicles,1985,Tow Trucks,83,
Vehicles,1986,Light Rigid Trucks up to 4.5t GVM,1284,
Vehicles,1986,Heavy Rigid Trucks > 4.5t GVM,6787,
Vehicles,1986,Prime Movers,985,
Vehicles,1986,Buses > 9 seats,834,
Vehicles,1986,Fire Appliances,119,
Vehicles,1986,Trucks with Machinery Mounted,86,
Vehicles,1986,Other Non Freight Carrying Trucks,18,
Vehicles,1986,Tow Trucks,85,
Vehicles,1987,Light Rigid Trucks up to 4.5t GVM,1297,
Vehicles,1987,Heavy Rigid Trucks > 4.5t GVM,5814,
Vehicles,1987,Prime Movers,886,
Vehicles,1987,Buses > 9 seats,982,
Vehicles,1987,Fire Appliances,179,
Vehicles,1987,Trucks with Machinery Mounted,98,
Vehicles,1987,Other Non Freight Carrying Trucks,7,
Vehicles,1987,Tow Trucks,77,
Vehicles,1988,Light Rigid Trucks up to 4.5t GVM,2318,
Vehicles,1988,Heavy Rigid Trucks > 4.5t GVM,8389,
Vehicles,1988,Prime Movers,1335,
Vehicles,1988,Buses > 9 seats,1493,
Vehicles,1988,Fire Appliances,200,
Vehicles,1988,Trucks with Machinery Mounted,161,
Vehicles,1988,Other Non Freight Carrying Trucks,8,
Vehicles,1988,Tow Trucks,115,
Vehicles,1989,Light Rigid Trucks up to 4.5t GVM,2571,
Vehicles,1989,Heavy Rigid Trucks > 4.5t GVM,8889,
Vehicles,1989,Prime Movers,1465,
Vehicles,1989,Buses > 9 seats,1656,
Vehicles,1989,Fire Appliances,198,
Vehicles,1989,Trucks with Machinery Mounted,133,
Vehicles,1989,Other Non Freight Carrying Trucks,14,
Vehicles,1989,Tow Trucks,111,
Vehicles,1990,Light Rigid Trucks up to 4.5t GVM,2208,
Vehicles,1990,Heavy Rigid Trucks > 4.5t GVM,7966,
Vehicles,1990,Prime Movers,1276,
Vehicles,1990,Buses > 9 seats,1879,
Vehicles,1990,Fire Appliances,195,
Vehicles,1990,Trucks with Machinery Mounted,107,
Vehicles,1990,Other Non Freight Carrying Trucks,21,
Vehicles,1990,Tow Trucks,89,
Vehicles,1991,Light Rigid Trucks up to 4.5t GVM,1675,
Vehicles,1991,Heavy Rigid Trucks > 4.5t GVM,5068,
Vehicles,1991,Prime Movers,572,
Vehicles,1991,Buses > 9 seats,1759,
Vehicles,1991,Fire Appliances,197,
Vehicles,1991,Trucks with Machinery Mounted,73,
Vehicles,1991,Other Non Freight Carrying Trucks,9,
Vehicles,1991,Tow Trucks,47,
Vehicles,1992,Light Rigid Trucks up to 4.5t GVM,1919,
Vehicles,1992,Heavy Rigid Trucks > 4.5t GVM,6061,
Vehicles,1992,Prime Movers,797,
Vehicles,1992,Buses > 9 seats,2298,
Vehicles,1992,Fire Appliances,210,
Vehicles,1992,Trucks with Machinery Mounted,112,
Vehicles,1992,Other Non Freight Carrying Trucks,23,
Vehicles,1992,Tow Trucks,68,
Vehicles,1993,Light Rigid Trucks up to 4.5t GVM,2049,
Vehicles,1993,Heavy Rigid Trucks > 4.5t GVM,6027,
Vehicles,1993,Prime Movers,1430,
Vehicles,1993,Buses > 9 seats,2306,
Vehicles,1993,Fire Appliances,167,
Vehicles,1993,Trucks with Machinery Mounted,99,
Vehicles,1993,Other Non Freight Carrying Trucks,31,
Vehicles,1993,Tow Trucks,57,
Vehicles,1994,Light Rigid Trucks up to 4.5t GVM,2439,
Vehicles,1994,Heavy Rigid Trucks > 4.5t GVM,7927,
Vehicles,1994,Prime Movers,2266,
Vehicles,1994,Buses > 9 seats,2903,
Vehicles,1994,Fire Appliances,215,
Vehicles,1994,Trucks with Machinery Mounted,130,
Vehicles,1994,Other Non Freight Carrying Trucks,14,
Vehicles,1994,Tow Trucks,72,
Vehicles,1995,Light Rigid Trucks up to 4.5t GVM,2423,
Vehicles,1995,Heavy Rigid Trucks > 4.5t GVM,6916,
Vehicles,1995,Prime Movers,2147,
Vehicles,1995,Buses > 9 seats,3012,
Vehicles,1995,Fire Appliances,231,
Vehicles,1995,Trucks with Machinery Mounted,149,
Vehicles,1995,Other Non Freight Carrying Trucks,26,
Vehicles,1995,Tow Trucks,84,
Vehicles,1996,Light Rigid Trucks up to 4.5t GVM,2048,
Vehicles,1996,Heavy Rigid Trucks > 4.5t GVM,6440,
Vehicles,1996,Prime Movers,1853,
Vehicles,1996,Buses > 9 seats,2713,
Vehicles,1996,Fire Appliances,229,
Vehicles,1996,Trucks with Machinery Mounted,171,
Vehicles,1996,Other Non Freight Carrying Trucks,16,
Vehicles,1996,Tow Trucks,79,
Vehicles,1997,Light Rigid Trucks up to 4.5t GVM,2280,
Vehicles,1997,Heavy Rigid Trucks > 4.5t GVM,7379,
Vehicles,1997,Prime Movers,2214,
Vehicles,1997,Buses > 9 seats,2855,
Vehicles,1997,Fire Appliances,210,
Vehicles,1997,Trucks with Machinery Mounted,109,
Vehicles,1997,Other Non Freight Carrying Trucks,20,
Vehicles,1997,Tow Trucks,81,
Vehicles,1998,Light Rigid Trucks up to 4.5t GVM,3084,
Vehicles,1998,Heavy Rigid Trucks > 4.5t GVM,9066,
Vehicles,1998,Prime Movers,2894,
Vehicles,1998,Buses > 9 seats,3279,
Vehicles,1998,Fire Appliances,164,
Vehicles,1998,Trucks with Machinery Mounted,117,
Vehicles,1998,Other Non Freight Carrying Trucks,39,
Vehicles,1998,Tow Trucks,90,
Vehicles,1999,Light Rigid Trucks up to 4.5t GVM,3728,
Vehicles,1999,Heavy Rigid Trucks > 4.5t GVM,8857,
Vehicles,1999,Prime Movers,2534,
Vehicles,1999,Buses > 9 seats,3323,
Vehicles,1999,Fire Appliances,342,
Vehicles,1999,Trucks with Machinery Mounted,206,
Vehicles,1999,Other Non Freight Carrying Trucks,32,
Vehicles,1999,Tow Trucks,116,
Vehicles,2000,Light Rigid Trucks up to 4.5t GVM,3914,
Vehicles,2000,Heavy Rigid Trucks > 4.5t GVM,8578,
Vehicles,2000,Prime Movers,2433,
Vehicles,2000,Buses > 9 seats,4038,
Vehicles,2000,Fire Appliances,314,
Vehicles,2000,Trucks with Machinery Mounted,133,
Vehicles,2000,Other Non Freight Carrying Trucks,48,
Vehicles,2000,Tow Trucks,104,
Vehicles,2001,Light Rigid Trucks up to 4.5t GVM,4653,
Vehicles,2001,Heavy Rigid Trucks > 4.5t GVM,8127,
Vehicles,2001,Prime Movers,2363,
Vehicles,2001,Buses > 9 seats,3000,
Vehicles,2001,Fire Appliances,290,
Vehicles,2001,Trucks with Machinery Mounted,137,
Vehicles,2001,Other Non Freight Carrying Trucks,38,
Vehicles,2001,Tow Trucks,86,
Vehicles,2002,Light Rigid Trucks up to 4.5t GVM,6880,
Vehicles,2002,Heavy Rigid Trucks > 4.5t GVM,11252,
Vehicles,2002,Prime Movers,3259,
Vehicles,2002,Buses > 9 seats,3088,
Vehicles,2002,Fire Appliances,335,
Vehicles,2002,Trucks with Machinery Mounted,172,
Vehicles,2002,Other Non Freight Carrying Trucks,63,
Vehicles,2002,Tow Trucks,116,
Vehicles,2003,Light Rigid Trucks up to 4.5t GVM,5466,
Vehicles,2003,Heavy Rigid Trucks > 4.5t GVM,10386,
Vehicles,2003,Prime Movers,4249,
Vehicles,2003,Buses > 9 seats,3292,
Vehicles,2003,Fire Appliances,211,
Vehicles,2003,Trucks with Machinery Mounted,152,
Vehicles,2003,Other Non Freight Carrying Trucks,42,
Vehicles,2003,Tow Trucks,104,
Vehicles,2004,Light Rigid Trucks up to 4.5t GVM,7463,
Vehicles,2004,Heavy Rigid Trucks > 4.5t GVM,13903,
Vehicles,2004,Prime Movers,5072,
Vehicles,2004,Buses > 9 seats,3095,
Vehicles,2004,Fire Appliances,328,
Vehicles,2004,Trucks with Machinery Mounted,231,
Vehicles,2004,Other Non Freight Carrying Trucks,52,
Vehicles,2004,Tow Trucks,111,
Vehicles,2005,Light Rigid Trucks up to 4.5t GVM,8389,
Vehicles,2005,Heavy Rigid Trucks > 4.5t GVM,14101,
Vehicles,2005,Prime Movers,5338,
Vehicles,2005,Buses > 9 seats,4338,
Vehicles,2005,Fire Appliances,279,
Vehicles,2005,Trucks with Machinery Mounted,391,
Vehicles,2005,Other Non Freight Carrying Trucks,81,
Vehicles,2005,Tow Trucks,120,
Vehicles,2006,Light Rigid Trucks up to 4.5t GVM,7110,
Vehicles,2006,Heavy Rigid Trucks > 4.5t GVM,15212,
Vehicles,2006,Prime Movers,5074,
Vehicles,2006,Buses > 9 seats,4820,
Vehicles,2006,Fire Appliances,265,
Vehicles,2006,Trucks with Machinery Mounted,462,
Vehicles,2006,Other Non Freight Carrying Trucks,68,
Vehicles,2006,Tow Trucks,118,
Vehicles,2007,Light Rigid Trucks up to 4.5t GVM,8492,
Vehicles,2007,Heavy Rigid Trucks > 4.5t GVM,20841,
Vehicles,2007,Prime Movers,8727,
Vehicles,2007,Buses > 9 seats,4935,
Vehicles,2007,Fire Appliances,292,
Vehicles,2007,Trucks with Machinery Mounted,512,
Vehicles,2007,Other Non Freight Carrying Trucks,65,
Vehicles,2007,Tow Trucks,132,
Vehicles,2008,Light Rigid Trucks up to 4.5t GVM,8871,
Vehicles,2008,Heavy Rigid Trucks > 4.5t GVM,14673,
Vehicles,2008,Prime Movers,4538,
Vehicles,2008,Buses > 9 seats,6660,
Vehicles,2008,Fire Appliances,256,
Vehicles,2008,Trucks with Machinery Mounted,290,
Vehicles,2008,Other Non Freight Carrying Trucks,41,
Vehicles,2008,Tow Trucks,146,
Vehicles,2009,Light Rigid Trucks up to 4.5t GVM,6516,
Vehicles,2009,Heavy Rigid Trucks > 4.5t GVM,12662,
Vehicles,2009,Prime Movers,3448,
Vehicles,2009,Buses > 9 seats,4912,
Vehicles,2009,Fire Appliances,265,
Vehicles,2009,Trucks with Machinery Mounted,251,
Vehicles,2009,Other Non Freight Carrying Trucks,34,
Vehicles,2009,Tow Trucks,102,
Vehicles,2010,Light Rigid Trucks up to 4.5t GVM,9734,
Vehicles,2010,Heavy Rigid Trucks > 4.5t GVM,15358,
Vehicles,2010,Prime Movers,6290,
Vehicles,2010,Buses > 9 seats,5724,
Vehicles,2010,Fire Appliances,287,
Vehicles,2010,Trucks with Machinery Mounted,338,
Vehicles,2010,Other Non Freight Carrying Trucks,46,
Vehicles,2010,Tow Trucks,119,
Vehicles,2011,Light Rigid Trucks up to 4.5t GVM,6498,
Vehicles,2011,Heavy Rigid Trucks > 4.5t GVM,9620,
Vehicles,2011,Prime Movers,3738,
Vehicles,2011,Buses > 9 seats,5906,
Vehicles,2011,Fire Appliances,142,
Vehicles,2011,Trucks with Machinery Mounted,289,
Vehicles,2011,Other Non Freight Carrying Trucks,20,
Vehicles,2011,Tow Trucks,98,
Vehicles,2012,Light Rigid Trucks up to 4.5t GVM,6840,
Vehicles,2012,Heavy Rigid Trucks > 4.5t GVM,10219,
Vehicles,2012,Prime Movers,5603,
Vehicles,2012,Buses > 9 seats,4957,
Vehicles,2012,Fire Appliances,131,
Vehicles,2012,Trucks with Machinery Mounted,145,
Vehicles,2012,Other Non Freight Carrying Trucks,22,
Vehicles,2012,Tow Trucks,65,
Vehicles,2013,Light Rigid Trucks up to 4.5t GVM,47,
Vehicles,2013,Heavy Rigid Trucks > 4.5t GVM,44,
Vehicles,2013,Prime Movers,99,
Vehicles,2013,Buses > 9 seats,65,
Vehicles,2013,Fire Appliances,3,
Vehicles,2013,Trucks with Machinery Mounted,6,
Vehicles,2013,Other Non Freight Carrying Trucks,0,
Vehicles,2013,Tow Trucks,0,
Vehicles,2014,Light Rigid Trucks up to 4.5t GVM,0,
Vehicles,2014,Heavy Rigid Trucks > 4.5t GVM,0,
Vehicles,2014,Prime Movers,0,
Vehicles,2014,Buses > 9 seats,0,
Vehicles,2014,Fire Appliances,0,
Vehicles,2014,Trucks with Machinery Mounted,0,
Vehicles,2014,Other Non Freight Carrying Trucks,0,
Vehicles,2014,Tow Trucks,0,
Vehicles,2015,Light Rigid Trucks up to 4.5t GVM,0,
Vehicles,2015,Heavy Rigid Trucks > 4.5t GVM,0,
Vehicles,2015,Prime Movers,0,
Vehicles,2015,Buses > 9 seats,0,
Vehicles,2015,Fire Appliances,0,
Vehicles,2015,Trucks with Machinery Mounted,0,
Vehicles,2015,Other Non Freight Carrying Trucks,0,
Vehicles,2015,Tow Trucks,0,
Vehicles,2016,Light Rigid Trucks up to 4.5t GVM,0,
Vehicles,2016,Heavy Rigid Trucks > 4.5t GVM,0,
Vehicles,2016,Prime Movers,0,
Vehicles,2016,Buses > 9 seats,0,
Vehicles,2016,Fire Appliances,0,
Vehicles,2016,Trucks with Machinery Mounted,0,
Vehicles,2016,Other Non Freight Carrying Trucks,0,
Vehicles,2016,Tow Trucks,0,
Vehicles,2017,Light Rigid Trucks up to 4.5t GVM,0,
Vehicles,2017,Heavy Rigid Trucks > 4.5t GVM,0,
Vehicles,2017,Prime Movers,0,
Vehicles,2017,Buses > 9 seats,0,
Vehicles,2017,Fire Appliances,0,
Vehicles,2017,Trucks with Machinery Mounted,0,
Vehicles,2017,Other Non Freight Carrying Trucks,0,
Vehicles,2017,Tow Trucks,0,
Vehicles,2018,Light Rigid Trucks up to 4.5t GVM,0,
Vehicles,2018,Heavy Rigid Trucks > 4.5t GVM,0,
Vehicles,2018,Prime Movers,0,
Vehicles,2018,Buses > 9 seats,0,
Vehicles,2018,Fire Appliances,0,
Vehicles,2018,Trucks with Machinery Mounted,0,
Vehicles,2018,Other Non Freight Carrying Trucks,0,
Vehicles,2018,Tow Trucks,0,
Vehicles,2019,Light Rigid Trucks up to 4.5t GVM,0,
Vehicles,2019,Heavy Rigid Trucks > 4.5t GVM,0,
Vehicles,2019,Prime Movers,0,
Vehicles,2019,Buses > 9 seats,0,
Vehicles,2019,Fire Appliances,0,
Vehicles,2019,Trucks with Machinery Mounted,0,
Vehicles,2019,Other Non Freight Carrying Trucks,0,
Vehicles,2019,Tow Trucks,0,
Vehicles,2020,Light Rigid Trucks up to 4.5t GVM,0,
Vehicles,2020,Heavy Rigid Trucks > 4.5t GVM,0,
Vehicles,2020,Prime Movers,0,
Vehicles,2020,Buses > 9 seats,0,
Vehicles,2020,Fire Appliances,0,
Vehicles,2020,Trucks with Machinery Mounted,0,
Vehicles,2020,Other Non Freight Carrying Trucks,0,
Vehicles,2020,Tow Trucks,0,
Vehicles,2021,Light Rigid Trucks up to 4.5t GVM,0,
Vehicles,2021,Heavy Rigid Trucks > 4.5t GVM,0,
Vehicles,2021,Prime Movers,0,
Vehicles,2021,Buses > 9 seats,0,
Vehicles,2021,Fire Appliances,0,
Vehicles,2021,Trucks with Machinery Mounted,0,
Vehicles,2021,Other Non Freight Carrying Trucks,0,
Vehicles,2021,Tow Trucks,0,
Vehicles,Not stated,Light Rigid Trucks up to 4.5t GVM,390,
Vehicles,Not stated,Heavy Rigid Trucks > 4.5t GVM,493,
Vehicles,Not stated,Prime Movers,62,
Vehicles,Not stated,Buses > 9 seats,25,
Vehicles,Not stated,Fire Appliances,3,
Vehicles,Not stated,Trucks with Machinery Mounted,17,
Vehicles,Not stated,Other Non Freight Carrying Trucks,0,
Vehicles,Not stated,Tow Trucks,9,
Vehicles,Total,Light Rigid Trucks up to 4.5t GVM,130949,
Vehicles,Total,Heavy Rigid Trucks > 4.5t GVM,325372,
Vehicles,Total,Prime Movers,90896,
Vehicles,Total,Buses > 9 seats,92990,
Vehicles,Total,Fire Appliances,7198,
Vehicles,Total,Trucks with Machinery Mounted,6014,
Vehicles,Total,Other Non Freight Carrying Trucks,985,
Vehicles,Total,Tow Trucks,3428,
,,,,
,,,,
INFO,Cells in this table have been randomly adjusted to avoid the release of confidential data. Discrepancies may occur between sums of the component items and totals.,,,
INFO,Continuous variables in this table have been randomly adjusted to avoid the release of confidential data.,,,
,,,,
,,,,
Symbol,Description,,,
#,No scaling applied,,,
,,,,
,,,,
"Copyright Commonwealth of Australia, 2018, see abs.gov.au/copyright",,,,
"ABS data licensed under Creative Commons, see abs.gov.au/ccby",,,,
