Australian Bureau of Statistics,,,,
,,,,
"Motor Vehicle Census, 2019",,,,
1965,Tow Trucks,Vehicle Level (#),0,
1965,Fire Appliances,Vehicle Level (#),16,
1965,Trucks with Machinery Mounted,Vehicle Level (#),4,
1965,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1966,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),19,
1966,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),361,
1966,Prime Movers,Vehicle Level (#),11,
1966,Buses > 9 seats,Vehicle Level (#),6,
1966,Tow Trucks,Vehicle Level (#),3,
1966,Fire Appliances,Vehicle Level (#),10,
1966,Trucks with Machinery Mounted,Vehicle Level (#),0,
1966,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1967,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),37,
1967,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),369,
1967,Prime Movers,Vehicle Level (#),15,
1967,Buses > 9 seats,Vehicle Level (#),10,
1967,Tow Trucks,Vehicle Level (#),3,
1967,Fire Appliances,Vehicle Level (#),21,
1967,Trucks with Machinery Mounted,Vehicle Level (#),3,
1967,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1968,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),45,
1968,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),490,
1968,Prime Movers,Vehicle Level (#),28,
1968,Buses > 9 seats,Vehicle Level (#),6,
1968,Tow Trucks,Vehicle Level (#),4,
1968,Fire Appliances,Vehicle Level (#),19,
1968,Trucks with Machinery Mounted,Vehicle Level (#),3,
1968,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1969,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),47,
1969,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),495,
1969,Prime Movers,Vehicle Level (#),35,
1969,Buses > 9 seats,Vehicle Level (#),3,
1969,Tow Trucks,Vehicle Level (#),3,
1969,Fire Appliances,Vehicle Level (#),21,
1969,Trucks with Machinery Mounted,Vehicle Level (#),5,
1969,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1970,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),60,
1970,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),699,
1970,Prime Movers,Vehicle Level (#),65,
1970,Buses > 9 seats,Vehicle Level (#),12,
1970,Tow Trucks,Vehicle Level (#),8,
1970,Fire Appliances,Vehicle Level (#),30,
1970,Trucks with Machinery Mounted,Vehicle Level (#),7,
1970,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1971,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),61,
1971,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),487,
1971,Prime Movers,Vehicle Level (#),51,
1971,Buses > 9 seats,Vehicle Level (#),5,
1971,Tow Trucks,Vehicle Level (#),4,
1971,Fire Appliances,Vehicle Level (#),32,
1971,Trucks with Machinery Mounted,Vehicle Level (#),10,
1971,Other Non Freight Carrying Trucks,Vehicle Level (#),3,
1972,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),77,
1972,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),591,
1972,Prime Movers,Vehicle Level (#),43,
1972,Buses > 9 seats,Vehicle Level (#),14,
1972,Tow Trucks,Vehicle Level (#),4,
1972,Fire Appliances,Vehicle Level (#),25,
1972,Trucks with Machinery Mounted,Vehicle Level (#),3,
1972,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1973,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),82,
1973,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),825,
1973,Prime Movers,Vehicle Level (#),78,
1973,Buses > 9 seats,Vehicle Level (#),9,
1973,Tow Trucks,Vehicle Level (#),3,
1973,Fire Appliances,Vehicle Level (#),13,
1973,Trucks with Machinery Mounted,Vehicle Level (#),6,
1973,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1974,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),136,
1974,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),1007,
1974,Prime Movers,Vehicle Level (#),107,
1974,Buses > 9 seats,Vehicle Level (#),14,
1974,Tow Trucks,Vehicle Level (#),10,
1974,Fire Appliances,Vehicle Level (#),20,
1974,Trucks with Machinery Mounted,Vehicle Level (#),5,
1974,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1975,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),203,
1975,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),1221,
1975,Prime Movers,Vehicle Level (#),135,
1975,Buses > 9 seats,Vehicle Level (#),6,
1975,Tow Trucks,Vehicle Level (#),17,
1975,Fire Appliances,Vehicle Level (#),30,
1975,Trucks with Machinery Mounted,Vehicle Level (#),5,
1975,Other Non Freight Carrying Trucks,Vehicle Level (#),3,
1976,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),242,
1976,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),1706,
1976,Prime Movers,Vehicle Level (#),240,
1976,Buses > 9 seats,Vehicle Level (#),16,
1976,Tow Trucks,Vehicle Level (#),23,
1976,Fire Appliances,Vehicle Level (#),23,
1976,Trucks with Machinery Mounted,Vehicle Level (#),18,
1976,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1977,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),309,
1977,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),1498,
1977,Prime Movers,Vehicle Level (#),245,
1977,Buses > 9 seats,Vehicle Level (#),28,
1977,Tow Trucks,Vehicle Level (#),38,
1977,Fire Appliances,Vehicle Level (#),15,
1977,Trucks with Machinery Mounted,Vehicle Level (#),13,
1977,Other Non Freight Carrying Trucks,Vehicle Level (#),3,
1978,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),298,
1978,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),1587,
1978,Prime Movers,Vehicle Level (#),275,
1978,Buses > 9 seats,Vehicle Level (#),47,
1978,Tow Trucks,Vehicle Level (#),43,
1978,Fire Appliances,Vehicle Level (#),27,
1978,Trucks with Machinery Mounted,Vehicle Level (#),23,
1978,Other Non Freight Carrying Trucks,Vehicle Level (#),6,
1979,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),302,
1979,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),1918,
1979,Prime Movers,Vehicle Level (#),376,
1979,Buses > 9 seats,Vehicle Level (#),38,
1979,Tow Trucks,Vehicle Level (#),34,
1979,Fire Appliances,Vehicle Level (#),18,
1979,Trucks with Machinery Mounted,Vehicle Level (#),12,
1979,Other Non Freight Carrying Trucks,Vehicle Level (#),4,
1980,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),276,
1980,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),2477,
1980,Prime Movers,Vehicle Level (#),390,
1980,Buses > 9 seats,Vehicle Level (#),71,
1980,Tow Trucks,Vehicle Level (#),33,
1980,Fire Appliances,Vehicle Level (#),27,
1980,Trucks with Machinery Mounted,Vehicle Level (#),37,
1980,Other Non Freight Carrying Trucks,Vehicle Level (#),5,
1981,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),345,
1981,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),2727,
1981,Prime Movers,Vehicle Level (#),374,
1981,Buses > 9 seats,Vehicle Level (#),66,
1981,Tow Trucks,Vehicle Level (#),58,
1981,Fire Appliances,Vehicle Level (#),26,
1981,Trucks with Machinery Mounted,Vehicle Level (#),44,
1981,Other Non Freight Carrying Trucks,Vehicle Level (#),3,
1982,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),363,
1982,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),2526,
1982,Prime Movers,Vehicle Level (#),313,
1982,Buses > 9 seats,Vehicle Level (#),94,
1982,Tow Trucks,Vehicle Level (#),45,
1982,Fire Appliances,Vehicle Level (#),30,
1982,Trucks with Machinery Mounted,Vehicle Level (#),33,
1982,Other Non Freight Carrying Trucks,Vehicle Level (#),10,
1983,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),263,
1983,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),2221,
1983,Prime Movers,Vehicle Level (#),206,
1983,Buses > 9 seats,Vehicle Level (#),120,
1983,Tow Trucks,Vehicle Level (#),39,
1983,Fire Appliances,Vehicle Level (#),48,
1983,Trucks with Machinery Mounted,Vehicle Level (#),35,
1983,Other Non Freight Carrying Trucks,Vehicle Level (#),4,
1984,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),530,
1984,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),3780,
1984,Prime Movers,Vehicle Level (#),442,
1984,Buses > 9 seats,Vehicle Level (#),206,
1984,Tow Trucks,Vehicle Level (#),51,
1984,Fire Appliances,Vehicle Level (#),53,
1984,Trucks with Machinery Mounted,Vehicle Level (#),32,
1984,Other Non Freight Carrying Trucks,Vehicle Level (#),8,
1985,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),818,
1985,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),5871,
1985,Prime Movers,Vehicle Level (#),690,
1985,Buses > 9 seats,Vehicle Level (#),269,
1985,Tow Trucks,Vehicle Level (#),50,
1985,Fire Appliances,Vehicle Level (#),79,
1985,Trucks with Machinery Mounted,Vehicle Level (#),58,
1985,Other Non Freight Carrying Trucks,Vehicle Level (#),11,
1986,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),687,
1986,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),4408,
1986,Prime Movers,Vehicle Level (#),563,
1986,Buses > 9 seats,Vehicle Level (#),278,
1986,Tow Trucks,Vehicle Level (#),46,
1986,Fire Appliances,Vehicle Level (#),76,
1986,Trucks with Machinery Mounted,Vehicle Level (#),46,
1986,Other Non Freight Carrying Trucks,Vehicle Level (#),8,
1987,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),680,
1987,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),3917,
1987,Prime Movers,Vehicle Level (#),509,
1987,Buses > 9 seats,Vehicle Level (#),313,
1987,Tow Trucks,Vehicle Level (#),54,
1987,Fire Appliances,Vehicle Level (#),110,
1987,Trucks with Machinery Mounted,Vehicle Level (#),61,
1987,Other Non Freight Carrying Trucks,Vehicle Level (#),5,
1988,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1323,
1988,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),5751,
1988,Prime Movers,Vehicle Level (#),844,
1988,Buses > 9 seats,Vehicle Level (#),443,
1988,Tow Trucks,Vehicle Level (#),84,
1988,Fire Appliances,Vehicle Level (#),84,
1988,Trucks with Machinery Mounted,Vehicle Level (#),107,
1988,Other Non Freight Carrying Trucks,Vehicle Level (#),9,
1989,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1384,
1989,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),6257,
1989,Prime Movers,Vehicle Level (#),863,
1989,Buses > 9 seats,Vehicle Level (#),601,
1989,Tow Trucks,Vehicle Level (#),83,
1989,Fire Appliances,Vehicle Level (#),110,
1989,Trucks with Machinery Mounted,Vehicle Level (#),72,
1989,Other Non Freight Carrying Trucks,Vehicle Level (#),15,
1990,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1322,
1990,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),5620,
1990,Prime Movers,Vehicle Level (#),787,
1990,Buses > 9 seats,Vehicle Level (#),790,
1990,Tow Trucks,Vehicle Level (#),63,
1990,Fire Appliances,Vehicle Level (#),138,
1990,Trucks with Machinery Mounted,Vehicle Level (#),77,
1990,Other Non Freight Carrying Trucks,Vehicle Level (#),19,
1991,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),970,
1991,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),3702,
1991,Prime Movers,Vehicle Level (#),322,
1991,Buses > 9 seats,Vehicle Level (#),845,
1991,Tow Trucks,Vehicle Level (#),29,
1991,Fire Appliances,Vehicle Level (#),168,
1991,Trucks with Machinery Mounted,Vehicle Level (#),52,
1991,Other Non Freight Carrying Trucks,Vehicle Level (#),5,
1992,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1213,
1992,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),4522,
1992,Prime Movers,Vehicle Level (#),504,
1992,Buses > 9 seats,Vehicle Level (#),1151,
1992,Tow Trucks,Vehicle Level (#),67,
1992,Fire Appliances,Vehicle Level (#),183,
1992,Trucks with Machinery Mounted,Vehicle Level (#),83,
1992,Other Non Freight Carrying Trucks,Vehicle Level (#),12,
1993,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1229,
1993,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),4625,
1993,Prime Movers,Vehicle Level (#),944,
1993,Buses > 9 seats,Vehicle Level (#),1239,
1993,Tow Trucks,Vehicle Level (#),44,
1993,Fire Appliances,Vehicle Level (#),123,
1993,Trucks with Machinery Mounted,Vehicle Level (#),49,
1993,Other Non Freight Carrying Trucks,Vehicle Level (#),27,
1994,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1557,
1994,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),6143,
1994,Prime Movers,Vehicle Level (#),1556,
1994,Buses > 9 seats,Vehicle Level (#),1716,
1994,Tow Trucks,Vehicle Level (#),63,
1994,Fire Appliances,Vehicle Level (#),151,
1994,Trucks with Machinery Mounted,Vehicle Level (#),91,
1994,Other Non Freight Carrying Trucks,Vehicle Level (#),9,
1995,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1650,
1995,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),5514,
1995,Prime Movers,Vehicle Level (#),1478,
1995,Buses > 9 seats,Vehicle Level (#),1795,
1995,Tow Trucks,Vehicle Level (#),67,
1995,Fire Appliances,Vehicle Level (#),186,
1995,Trucks with Machinery Mounted,Vehicle Level (#),97,
1995,Other Non Freight Carrying Trucks,Vehicle Level (#),20,
1996,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1525,
1996,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),5292,
1996,Prime Movers,Vehicle Level (#),1335,
1996,Buses > 9 seats,Vehicle Level (#),1651,
1996,Tow Trucks,Vehicle Level (#),73,
1996,Fire Appliances,Vehicle Level (#),182,
1996,Trucks with Machinery Mounted,Vehicle Level (#),115,
1996,Other Non Freight Carrying Trucks,Vehicle Level (#),18,
1997,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1744,
1997,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),6195,
1997,Prime Movers,Vehicle Level (#),1635,
1997,Buses > 9 seats,Vehicle Level (#),1913,
1997,Tow Trucks,Vehicle Level (#),71,
1997,Fire Appliances,Vehicle Level (#),157,
1997,Trucks with Machinery Mounted,Vehicle Level (#),87,
1997,Other Non Freight Carrying Trucks,Vehicle Level (#),13,
1998,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),2438,
1998,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),7754,
1998,Prime Movers,Vehicle Level (#),2067,
1998,Buses > 9 seats,Vehicle Level (#),2376,
1998,Tow Trucks,Vehicle Level (#),89,
1998,Fire Appliances,Vehicle Level (#),131,
1998,Trucks with Machinery Mounted,Vehicle Level (#),103,
1998,Other Non Freight Carrying Trucks,Vehicle Level (#),21,
1999,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),2927,
1999,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),7589,
1999,Prime Movers,Vehicle Level (#),1867,
1999,Buses > 9 seats,Vehicle Level (#),2434,
1999,Tow Trucks,Vehicle Level (#),102,
1999,Fire Appliances,Vehicle Level (#),286,
1999,Trucks with Machinery Mounted,Vehicle Level (#),145,
1999,Other Non Freight Carrying Trucks,Vehicle Level (#),31,
2000,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),3166,
2000,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),7471,
2000,Prime Movers,Vehicle Level (#),1767,
2000,Buses > 9 seats,Vehicle Level (#),3043,
2000,Tow Trucks,Vehicle Level (#),108,
2000,Fire Appliances,Vehicle Level (#),261,
2000,Trucks with Machinery Mounted,Vehicle Level (#),136,
2000,Other Non Freight Carrying Trucks,Vehicle Level (#),40,
2001,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),3885,
2001,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),7187,
2001,Prime Movers,Vehicle Level (#),1710,
2001,Buses > 9 seats,Vehicle Level (#),2415,
2001,Tow Trucks,Vehicle Level (#),82,
2001,Fire Appliances,Vehicle Level (#),268,
2001,Trucks with Machinery Mounted,Vehicle Level (#),129,
2001,Other Non Freight Carrying Trucks,Vehicle Level (#),31,
2002,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),5910,
2002,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),10182,
2002,Prime Movers,Vehicle Level (#),2453,
2002,Buses > 9 seats,Vehicle Level (#),2471,
2002,Tow Trucks,Vehicle Level (#),125,
2002,Fire Appliances,Vehicle Level (#),311,
2002,Trucks with Machinery Mounted,Vehicle Level (#),161,
2002,Other Non Freight Carrying Trucks,Vehicle Level (#),51,
2003,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),4636,
2003,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),9623,
2003,Prime Movers,Vehicle Level (#),3262,
2003,Buses > 9 seats,Vehicle Level (#),2619,
2003,Tow Trucks,Vehicle Level (#),109,
2003,Fire Appliances,Vehicle Level (#),203,
2003,Trucks with Machinery Mounted,Vehicle Level (#),136,
2003,Other Non Freight Carrying Trucks,Vehicle Level (#),39,
2004,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),6373,
2004,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),13174,
2004,Prime Movers,Vehicle Level (#),3995,
2004,Buses > 9 seats,Vehicle Level (#),2537,
2004,Tow Trucks,Vehicle Level (#),128,
2004,Fire Appliances,Vehicle Level (#),322,
2004,Trucks with Machinery Mounted,Vehicle Level (#),215,
2004,Other Non Freight Carrying Trucks,Vehicle Level (#),45,
2005,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),7342,
2005,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),13566,
2005,Prime Movers,Vehicle Level (#),4251,
2005,Buses > 9 seats,Vehicle Level (#),3701,
2005,Tow Trucks,Vehicle Level (#),146,
2005,Fire Appliances,Vehicle Level (#),276,
2005,Trucks with Machinery Mounted,Vehicle Level (#),309,
2005,Other Non Freight Carrying Trucks,Vehicle Level (#),60,
2006,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),6226,
2006,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),14922,
2006,Prime Movers,Vehicle Level (#),4194,
2006,Buses > 9 seats,Vehicle Level (#),4208,
2006,Tow Trucks,Vehicle Level (#),141,
2006,Fire Appliances,Vehicle Level (#),257,
2006,Trucks with Machinery Mounted,Vehicle Level (#),342,
2006,Other Non Freight Carrying Trucks,Vehicle Level (#),72,
2007,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),7361,
2007,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),20484,
2007,Prime Movers,Vehicle Level (#),7435,
2007,Buses > 9 seats,Vehicle Level (#),4591,
2007,Tow Trucks,Vehicle Level (#),189,
2007,Fire Appliances,Vehicle Level (#),296,
2007,Trucks with Machinery Mounted,Vehicle Level (#),417,
2007,Other Non Freight Carrying Trucks,Vehicle Level (#),57,
2008,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),7684,
2008,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),14438,
2008,Prime Movers,Vehicle Level (#),3736,
2008,Buses > 9 seats,Vehicle Level (#),6077,
2008,Tow Trucks,Vehicle Level (#),169,
2008,Fire Appliances,Vehicle Level (#),265,
2008,Trucks with Machinery Mounted,Vehicle Level (#),278,
2008,Other Non Freight Carrying Trucks,Vehicle Level (#),46,
2009,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),5874,
2009,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),12428,
2009,Prime Movers,Vehicle Level (#),2914,
2009,Buses > 9 seats,Vehicle Level (#),4658,
2009,Tow Trucks,Vehicle Level (#),130,
2009,Fire Appliances,Vehicle Level (#),271,
2009,Trucks with Machinery Mounted,Vehicle Level (#),227,
2009,Other Non Freight Carrying Trucks,Vehicle Level (#),38,
2010,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),8295,
2010,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),15329,
2010,Prime Movers,Vehicle Level (#),5246,
2010,Buses > 9 seats,Vehicle Level (#),5321,
2010,Tow Trucks,Vehicle Level (#),132,
2010,Fire Appliances,Vehicle Level (#),302,
2010,Trucks with Machinery Mounted,Vehicle Level (#),322,
2010,Other Non Freight Carrying Trucks,Vehicle Level (#),52,
2011,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),5786,
2011,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),9780,
2011,Prime Movers,Vehicle Level (#),3106,
2011,Buses > 9 seats,Vehicle Level (#),5756,
2011,Tow Trucks,Vehicle Level (#),110,
2011,Fire Appliances,Vehicle Level (#),157,
2011,Trucks with Machinery Mounted,Vehicle Level (#),292,
2011,Other Non Freight Carrying Trucks,Vehicle Level (#),41,
2012,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),7562,
2012,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),13611,
2012,Prime Movers,Vehicle Level (#),5431,
2012,Buses > 9 seats,Vehicle Level (#),5221,
2012,Tow Trucks,Vehicle Level (#),113,
2012,Fire Appliances,Vehicle Level (#),293,
2012,Trucks with Machinery Mounted,Vehicle Level (#),248,
2012,Other Non Freight Carrying Trucks,Vehicle Level (#),42,
2013,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),7550,
2013,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),12114,
2013,Prime Movers,Vehicle Level (#),5843,
2013,Buses > 9 seats,Vehicle Level (#),4432,
2013,Tow Trucks,Vehicle Level (#),107,
2013,Fire Appliances,Vehicle Level (#),243,
2013,Trucks with Machinery Mounted,Vehicle Level (#),213,
2013,Other Non Freight Carrying Trucks,Vehicle Level (#),38,
2014,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),8134,
2014,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),12571,
2014,Prime Movers,Vehicle Level (#),5611,
2014,Buses > 9 seats,Vehicle Level (#),4912,
2014,Tow Trucks,Vehicle Level (#),127,
2014,Fire Appliances,Vehicle Level (#),246,
2014,Trucks with Machinery Mounted,Vehicle Level (#),258,
2014,Other Non Freight Carrying Trucks,Vehicle Level (#),35,
2015,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),9071,
2015,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),13118,
2015,Prime Movers,Vehicle Level (#),4887,
2015,Buses > 9 seats,Vehicle Level (#),4773,
2015,Tow Trucks,Vehicle Level (#),141,
2015,Fire Appliances,Vehicle Level (#),230,
2015,Trucks with Machinery Mounted,Vehicle Level (#),196,
2015,Other Non Freight Carrying Trucks,Vehicle Level (#),65,
2016,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),10296,
2016,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),13256,
2016,Prime Movers,Vehicle Level (#),4890,
2016,Buses > 9 seats,Vehicle Level (#),4436,
2016,Tow Trucks,Vehicle Level (#),144,
2016,Fire Appliances,Vehicle Level (#),234,
2016,Trucks with Machinery Mounted,Vehicle Level (#),206,
2016,Other Non Freight Carrying Trucks,Vehicle Level (#),72,
2017,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),13183,
2017,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),14789,
2017,Prime Movers,Vehicle Level (#),6292,
2017,Buses > 9 seats,Vehicle Level (#),4632,
2017,Tow Trucks,Vehicle Level (#),221,
2017,Fire Appliances,Vehicle Level (#),190,
2017,Trucks with Machinery Mounted,Vehicle Level (#),212,
2017,Other Non Freight Carrying Trucks,Vehicle Level (#),49,
2018,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),12736,
2018,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),13680,
2018,Prime Movers,Vehicle Level (#),6456,
2018,Buses > 9 seats,Vehicle Level (#),4786,
