Australian Bureau of Statistics,,,,
,,,,
"Motor Vehicle Census, 2015",,,,
Vehicles,1971,Heavy Rigid Trucks > 4.5t GVM,728,
Vehicles,1971,Prime Movers,70,
Vehicles,1971,Buses > 9 seats,13,
Vehicles,1972,Light Rigid Trucks up to 4.5t GVM,102,
Vehicles,1972,Heavy Rigid Trucks > 4.5t GVM,866,
Vehicles,1972,Prime Movers,66,
Vehicles,1972,Buses > 9 seats,26,
Vehicles,1973,Light Rigid Trucks up to 4.5t GVM,108,
Vehicles,1973,Heavy Rigid Trucks > 4.5t GVM,1245,
Vehicles,1973,Prime Movers,128,
Vehicles,1973,Buses > 9 seats,10,
Vehicles,1974,Light Rigid Trucks up to 4.5t GVM,205,
Vehicles,1974,Heavy Rigid Trucks > 4.5t GVM,1516,
Vehicles,1974,Prime Movers,186,
Vehicles,1974,Buses > 9 seats,22,
Vehicles,1975,Light Rigid Trucks up to 4.5t GVM,253,
Vehicles,1975,Heavy Rigid Trucks > 4.5t GVM,1817,
Vehicles,1975,Prime Movers,235,
Vehicles,1975,Buses > 9 seats,25,
Vehicles,1976,Light Rigid Trucks up to 4.5t GVM,321,
Vehicles,1976,Heavy Rigid Trucks > 4.5t GVM,2562,
Vehicles,1976,Prime Movers,374,
Vehicles,1976,Buses > 9 seats,30,
Vehicles,1977,Light Rigid Trucks up to 4.5t GVM,440,
Vehicles,1977,Heavy Rigid Trucks > 4.5t GVM,2217,
Vehicles,1977,Prime Movers,380,
Vehicles,1977,Buses > 9 seats,48,
Vehicles,1978,Light Rigid Trucks up to 4.5t GVM,458,
Vehicles,1978,Heavy Rigid Trucks > 4.5t GVM,2333,
Vehicles,1978,Prime Movers,476,
Vehicles,1978,Buses > 9 seats,82,
Vehicles,1979,Light Rigid Trucks up to 4.5t GVM,442,
Vehicles,1979,Heavy Rigid Trucks > 4.5t GVM,2692,
Vehicles,1979,Prime Movers,603,
Vehicles,1979,Buses > 9 seats,102,
Vehicles,1980,Light Rigid Trucks up to 4.5t GVM,425,
Vehicles,1980,Heavy Rigid Trucks > 4.5t GVM,3509,
Vehicles,1980,Prime Movers,593,
Vehicles,1980,Buses > 9 seats,156,
Vehicles,1981,Light Rigid Trucks up to 4.5t GVM,527,
Vehicles,1981,Heavy Rigid Trucks > 4.5t GVM,3931,
Vehicles,1981,Prime Movers,581,
Vehicles,1981,Buses > 9 seats,139,
Vehicles,1982,Light Rigid Trucks up to 4.5t GVM,540,
Vehicles,1982,Heavy Rigid Trucks > 4.5t GVM,3605,
Vehicles,1982,Prime Movers,454,
Vehicles,1982,Buses > 9 seats,171,
Vehicles,1983,Light Rigid Trucks up to 4.5t GVM,415,
Vehicles,1983,Heavy Rigid Trucks > 4.5t GVM,3113,
Vehicles,1983,Prime Movers,317,
Vehicles,1983,Buses > 9 seats,226,
Vehicles,1984,Light Rigid Trucks up to 4.5t GVM,801,
Vehicles,1984,Heavy Rigid Trucks > 4.5t GVM,5360,
Vehicles,1984,Prime Movers,678,
Vehicles,1984,Buses > 9 seats,365,
Vehicles,1985,Light Rigid Trucks up to 4.5t GVM,1281,
Vehicles,1985,Heavy Rigid Trucks > 4.5t GVM,8084,
Vehicles,1985,Prime Movers,1035,
Vehicles,1985,Buses > 9 seats,534,
Vehicles,1986,Light Rigid Trucks up to 4.5t GVM,1056,
Vehicles,1986,Heavy Rigid Trucks > 4.5t GVM,5914,
Vehicles,1986,Prime Movers,810,
Vehicles,1986,Buses > 9 seats,597,
Vehicles,1987,Light Rigid Trucks up to 4.5t GVM,1100,
Vehicles,1987,Heavy Rigid Trucks > 4.5t GVM,5136,
Vehicles,1987,Prime Movers,724,
Vehicles,1987,Buses > 9 seats,679,
Vehicles,1988,Light Rigid Trucks up to 4.5t GVM,2003,
Vehicles,1988,Heavy Rigid Trucks > 4.5t GVM,7535,
Vehicles,1988,Prime Movers,1130,
Vehicles,1988,Buses > 9 seats,891,
Vehicles,1989,Light Rigid Trucks up to 4.5t GVM,2126,
Vehicles,1989,Heavy Rigid Trucks > 4.5t GVM,7944,
Vehicles,1989,Prime Movers,1215,
Vehicles,1989,Buses > 9 seats,1170,
Vehicles,1990,Light Rigid Trucks up to 4.5t GVM,1933,
Vehicles,1990,Heavy Rigid Trucks > 4.5t GVM,7163,
Vehicles,1990,Prime Movers,1080,
Vehicles,1990,Buses > 9 seats,1511,
Vehicles,1991,Light Rigid Trucks up to 4.5t GVM,1409,
Vehicles,1991,Heavy Rigid Trucks > 4.5t GVM,4605,
Vehicles,1991,Prime Movers,489,
Vehicles,1991,Buses > 9 seats,1447,
Vehicles,1992,Light Rigid Trucks up to 4.5t GVM,1669,
Vehicles,1992,Heavy Rigid Trucks > 4.5t GVM,5553,
Vehicles,1992,Prime Movers,660,
Vehicles,1992,Buses > 9 seats,1886,
Vehicles,1993,Light Rigid Trucks up to 4.5t GVM,1794,
Vehicles,1993,Heavy Rigid Trucks > 4.5t GVM,5568,
Vehicles,1993,Prime Movers,1221,
Vehicles,1993,Buses > 9 seats,1950,
Vehicles,1994,Light Rigid Trucks up to 4.5t GVM,2144,
Vehicles,1994,Heavy Rigid Trucks > 4.5t GVM,7351,
Vehicles,1994,Prime Movers,2007,
Vehicles,1994,Buses > 9 seats,2505,
Vehicles,1995,Light Rigid Trucks up to 4.5t GVM,2245,
Vehicles,1995,Heavy Rigid Trucks > 4.5t GVM,6521,
Vehicles,1995,Prime Movers,1851,
Vehicles,1995,Buses > 9 seats,2620,
Vehicles,1996,Light Rigid Trucks up to 4.5t GVM,1881,
Vehicles,1996,Heavy Rigid Trucks > 4.5t GVM,6077,
Vehicles,1996,Prime Movers,1649,
Vehicles,1996,Buses > 9 seats,2407,
Vehicles,1997,Light Rigid Trucks up to 4.5t GVM,2156,
Vehicles,1997,Heavy Rigid Trucks > 4.5t GVM,7006,
Vehicles,1997,Prime Movers,1998,
Vehicles,1997,Buses > 9 seats,2586,
Vehicles,1998,Light Rigid Trucks up to 4.5t GVM,2915,
Vehicles,1998,Heavy Rigid Trucks > 4.5t GVM,8651,
Vehicles,1998,Prime Movers,2573,
Vehicles,1998,Buses > 9 seats,3023,
Vehicles,1999,Light Rigid Trucks up to 4.5t GVM,3519,
Vehicles,1999,Heavy Rigid Trucks > 4.5t GVM,8464,
Vehicles,1999,Prime Movers,2320,
Vehicles,1999,Buses > 9 seats,3056,
Vehicles,2000,Light Rigid Trucks up to 4.5t GVM,3748,
Vehicles,2000,Heavy Rigid Trucks > 4.5t GVM,8300,
Vehicles,2000,Prime Movers,2224,
Vehicles,2000,Buses > 9 seats,3762,
Vehicles,2001,Light Rigid Trucks up to 4.5t GVM,4481,
Vehicles,2001,Heavy Rigid Trucks > 4.5t GVM,7855,
Vehicles,2001,Prime Movers,2134,
Vehicles,2001,Buses > 9 seats,2846,
Vehicles,2002,Light Rigid Trucks up to 4.5t GVM,6657,
Vehicles,2002,Heavy Rigid Trucks > 4.5t GVM,11036,
Vehicles,2002,Prime Movers,2941,
Vehicles,2002,Buses > 9 seats,2930,
Vehicles,2003,Light Rigid Trucks up to 4.5t GVM,5335,
Vehicles,2003,Heavy Rigid Trucks > 4.5t GVM,10167,
Vehicles,2003,Prime Movers,3925,
Vehicles,2003,Buses > 9 seats,3098,
Vehicles,2004,Light Rigid Trucks up to 4.5t GVM,7302,
Vehicles,2004,Heavy Rigid Trucks > 4.5t GVM,13683,
Vehicles,2004,Prime Movers,4657,
Vehicles,2004,Buses > 9 seats,2935,
Vehicles,2005,Light Rigid Trucks up to 4.5t GVM,8158,
Vehicles,2005,Heavy Rigid Trucks > 4.5t GVM,13959,
Vehicles,2005,Prime Movers,4968,
Vehicles,2005,Buses > 9 seats,4183,
Vehicles,2006,Light Rigid Trucks up to 4.5t GVM,6907,
Vehicles,2006,Heavy Rigid Trucks > 4.5t GVM,15032,
Vehicles,2006,Prime Movers,4792,
Vehicles,2006,Buses > 9 seats,4645,
Vehicles,2007,Light Rigid Trucks up to 4.5t GVM,8303,
Vehicles,2007,Heavy Rigid Trucks > 4.5t GVM,20679,
Vehicles,2007,Prime Movers,8289,
Vehicles,2007,Buses > 9 seats,4889,
Vehicles,2008,Light Rigid Trucks up to 4.5t GVM,8605,
Vehicles,2008,Heavy Rigid Trucks > 4.5t GVM,14528,
Vehicles,2008,Prime Movers,4171,
Vehicles,2008,Buses > 9 seats,6528,
Vehicles,2009,Light Rigid Trucks up to 4.5t GVM,6344,
Vehicles,2009,Heavy Rigid Trucks > 4.5t GVM,12580,
Vehicles,2009,Prime Movers,3166,
Vehicles,2009,Buses > 9 seats,4858,
Vehicles,2010,Light Rigid Trucks up to 4.5t GVM,9390,
Vehicles,2010,Heavy Rigid Trucks > 4.5t GVM,15248,
Vehicles,2010,Prime Movers,5947,
Vehicles,2010,Buses > 9 seats,5613,
Vehicles,2011,Light Rigid Trucks up to 4.5t GVM,6345,
Vehicles,2011,Heavy Rigid Trucks > 4.5t GVM,9775,
Vehicles,2011,Prime Movers,3536,
Vehicles,2011,Buses > 9 seats,5794,
Vehicles,2012,Light Rigid Trucks up to 4.5t GVM,8201,
Vehicles,2012,Heavy Rigid Trucks > 4.5t GVM,13502,
Vehicles,2012,Prime Movers,6143,
Vehicles,2012,Buses > 9 seats,5421,
Vehicles,2013,Light Rigid Trucks up to 4.5t GVM,8048,
Vehicles,2013,Heavy Rigid Trucks > 4.5t GVM,11907,
Vehicles,2013,Prime Movers,6559,
Vehicles,2013,Buses > 9 seats,4561,
Vehicles,2014,Light Rigid Trucks up to 4.5t GVM,7355,
Vehicles,2014,Heavy Rigid Trucks > 4.5t GVM,10142,
Vehicles,2014,Prime Movers,5222,
Vehicles,2014,Buses > 9 seats,4531,
Vehicles,2015,Light Rigid Trucks up to 4.5t GVM,121,
Vehicles,2015,Heavy Rigid Trucks > 4.5t GVM,52,
Vehicles,2015,Prime Movers,80,
Vehicles,2015,Buses > 9 seats,143,
Vehicles,2016,Light Rigid Trucks up to 4.5t GVM,0,
Vehicles,2016,Heavy Rigid Trucks > 4.5t GVM,0,
Vehicles,2016,Prime Movers,0,
Vehicles,2016,Buses > 9 seats,0,
Vehicles,2017,Light Rigid Trucks up to 4.5t GVM,0,
Vehicles,2017,Heavy Rigid Trucks > 4.5t GVM,0,
Vehicles,2017,Prime Movers,0,
Vehicles,2017,Buses > 9 seats,0,
Vehicles,2018,Light Rigid Trucks up to 4.5t GVM,0,
Vehicles,2018,Heavy Rigid Trucks > 4.5t GVM,0,
Vehicles,2018,Prime Movers,0,
Vehicles,2018,Buses > 9 seats,0,
Vehicles,2019,Light Rigid Trucks up to 4.5t GVM,0,
Vehicles,2019,Heavy Rigid Trucks > 4.5t GVM,0,
Vehicles,2019,Prime Movers,0,
Vehicles,2019,Buses > 9 seats,0,
Vehicles,2020,Light Rigid Trucks up to 4.5t GVM,0,
Vehicles,2020,Heavy Rigid Trucks > 4.5t GVM,0,
Vehicles,2020,Prime Movers,0,
Vehicles,2020,Buses > 9 seats,0,
Vehicles,2021,Light Rigid Trucks up to 4.5t GVM,0,
Vehicles,2021,Heavy Rigid Trucks > 4.5t GVM,0,
Vehicles,2021,Prime Movers,0,
Vehicles,2021,Buses > 9 seats,0,
Vehicles,Not stated,Light Rigid Trucks up to 4.5t GVM,381,
Vehicles,Not stated,Heavy Rigid Trucks > 4.5t GVM,413,
Vehicles,Not stated,Prime Movers,45,
Vehicles,Not stated,Buses > 9 seats,23,
Vehicles,Total,Light Rigid Trucks up to 4.5t GVM,140446,
Vehicles,Total,Heavy Rigid Trucks > 4.5t GVM,331170,
Vehicles,Total,Prime Movers,94968,
Vehicles,Total,Buses > 9 seats,95103,
,,,,
,,,,
INFO,Cells in this table have been randomly adjusted to avoid the release of confidential data. Discrepancies may occur between sums of the component items and totals.,,,
INFO,Continuous variables in this table have been randomly adjusted to avoid the release of confidential data.,,,
,,,,
,,,,
Symbol,Description,,,
#,No scaling applied,,,
,,,,
,,,,
"Copyright Commonwealth of Australia, 2018, see abs.gov.au/copyright",,,,
"ABS data licensed under Creative Commons, see abs.gov.au/ccby",,,,
