Australian Bureau of Statistics,,,,
,,,,
"Motor Vehicle Census, 2015",,,,
"Year of Manufacture, Vehicle type and Vehicles",,,,
Counting: Vehicles,,,,
,,,,
Year of Manufacture,Vehicle type,Counting,Count,Annotations
1989,Buses > 9 seats,Vehicles (#),1170,
1989,Tow Trucks,Vehicles (#),105,
1989,Fire Appliances,Vehicles (#),173,
1989,Trucks with Machinery Mounted,Vehicles (#),106,
1989,Other Non Freight Carrying Trucks,Vehicles (#),18,
1990,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),1933,
1990,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),7163,
1990,Prime Movers,Vehicles (#),1080,
1990,Buses > 9 seats,Vehicles (#),1511,
1990,Tow Trucks,Vehicles (#),84,
1990,Fire Appliances,Vehicles (#),190,
1990,Trucks with Machinery Mounted,Vehicles (#),92,
1990,Other Non Freight Carrying Trucks,Vehicles (#),23,
1991,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),1409,
1991,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),4605,
1991,Prime Movers,Vehicles (#),489,
1991,Buses > 9 seats,Vehicles (#),1447,
1991,Tow Trucks,Vehicles (#),43,
1991,Fire Appliances,Vehicles (#),192,
1991,Trucks with Machinery Mounted,Vehicles (#),58,
1991,Other Non Freight Carrying Trucks,Vehicles (#),5,
1992,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),1669,
1992,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),5553,
1992,Prime Movers,Vehicles (#),660,
1992,Buses > 9 seats,Vehicles (#),1886,
1992,Tow Trucks,Vehicles (#),69,
1992,Fire Appliances,Vehicles (#),205,
1992,Trucks with Machinery Mounted,Vehicles (#),112,
1992,Other Non Freight Carrying Trucks,Vehicles (#),12,
1993,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),1794,
1993,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),5568,
1993,Prime Movers,Vehicles (#),1221,
1993,Buses > 9 seats,Vehicles (#),1950,
1993,Tow Trucks,Vehicles (#),51,
1993,Fire Appliances,Vehicles (#),157,
1993,Trucks with Machinery Mounted,Vehicles (#),77,
1993,Other Non Freight Carrying Trucks,Vehicles (#),28,
1994,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),2144,
1994,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),7351,
1994,Prime Movers,Vehicles (#),2007,
1994,Buses > 9 seats,Vehicles (#),2505,
1994,Tow Trucks,Vehicles (#),71,
1994,Fire Appliances,Vehicles (#),198,
1994,Trucks with Machinery Mounted,Vehicles (#),118,
1994,Other Non Freight Carrying Trucks,Vehicles (#),13,
1995,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),2245,
1995,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),6521,
1995,Prime Movers,Vehicles (#),1851,
1995,Buses > 9 seats,Vehicles (#),2620,
1995,Tow Trucks,Vehicles (#),79,
1995,Fire Appliances,Vehicles (#),220,
1995,Trucks with Machinery Mounted,Vehicles (#),125,
1995,Other Non Freight Carrying Trucks,Vehicles (#),17,
1996,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),1881,
1996,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),6077,
1996,Prime Movers,Vehicles (#),1649,
1996,Buses > 9 seats,Vehicles (#),2407,
1996,Tow Trucks,Vehicles (#),73,
1996,Fire Appliances,Vehicles (#),218,
1996,Trucks with Machinery Mounted,Vehicles (#),159,
1996,Other Non Freight Carrying Trucks,Vehicles (#),17,
1997,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),2156,
1997,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),7006,
1997,Prime Movers,Vehicles (#),1998,
1997,Buses > 9 seats,Vehicles (#),2586,
1997,Tow Trucks,Vehicles (#),85,
1997,Fire Appliances,Vehicles (#),196,
1997,Trucks with Machinery Mounted,Vehicles (#),109,
1997,Other Non Freight Carrying Trucks,Vehicles (#),16,
1998,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),2915,
1998,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),8651,
1998,Prime Movers,Vehicles (#),2573,
1998,Buses > 9 seats,Vehicles (#),3023,
1998,Tow Trucks,Vehicles (#),92,
