Australian Bureau of Statistics,,,,
,,,,
"Motor Vehicle Census, 2014",,,,
1979,Buses > 9 seats,Vehicles (#),118,
1979,Tow Trucks,Vehicles (#),59,
1979,Fire Appliances,Vehicles (#),32,
1979,Trucks with Machinery Mounted,Vehicles (#),36,
1979,Other Non Freight Carrying Trucks,Vehicles (#),6,
1980,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),453,
1980,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),3846,
1980,Prime Movers,Vehicles (#),652,
1980,Buses > 9 seats,Vehicles (#),185,
1980,Tow Trucks,Vehicles (#),46,
1980,Fire Appliances,Vehicles (#),42,
1980,Trucks with Machinery Mounted,Vehicles (#),73,
1980,Other Non Freight Carrying Trucks,Vehicles (#),8,
1981,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),592,
1981,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),4285,
1981,Prime Movers,Vehicles (#),632,
1981,Buses > 9 seats,Vehicles (#),173,
1981,Tow Trucks,Vehicles (#),88,
1981,Fire Appliances,Vehicles (#),40,
1981,Trucks with Machinery Mounted,Vehicles (#),74,
1981,Other Non Freight Carrying Trucks,Vehicles (#),3,
1982,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),600,
1982,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),3938,
1982,Prime Movers,Vehicles (#),519,
1982,Buses > 9 seats,Vehicles (#),196,
1982,Tow Trucks,Vehicles (#),66,
1982,Fire Appliances,Vehicles (#),46,
1982,Trucks with Machinery Mounted,Vehicles (#),50,
1982,Other Non Freight Carrying Trucks,Vehicles (#),7,
1983,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),467,
1983,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),3370,
1983,Prime Movers,Vehicles (#),351,
1983,Buses > 9 seats,Vehicles (#),271,
1983,Tow Trucks,Vehicles (#),63,
1983,Fire Appliances,Vehicles (#),65,
1983,Trucks with Machinery Mounted,Vehicles (#),51,
1983,Other Non Freight Carrying Trucks,Vehicles (#),3,
1984,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),885,
1984,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),5842,
1984,Prime Movers,Vehicles (#),764,
1984,Buses > 9 seats,Vehicles (#),449,
1984,Tow Trucks,Vehicles (#),74,
1984,Fire Appliances,Vehicles (#),74,
1984,Trucks with Machinery Mounted,Vehicles (#),45,
1984,Other Non Freight Carrying Trucks,Vehicles (#),10,
1985,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),1403,
1985,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),8689,
1985,Prime Movers,Vehicles (#),1160,
1985,Buses > 9 seats,Vehicles (#),624,
1985,Tow Trucks,Vehicles (#),83,
1985,Fire Appliances,Vehicles (#),102,
1985,Trucks with Machinery Mounted,Vehicles (#),113,
1985,Other Non Freight Carrying Trucks,Vehicles (#),17,
1986,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),1157,
1986,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),6353,
1986,Prime Movers,Vehicles (#),911,
1986,Buses > 9 seats,Vehicles (#),721,
1986,Tow Trucks,Vehicles (#),77,
1986,Fire Appliances,Vehicles (#),116,
1986,Trucks with Machinery Mounted,Vehicles (#),80,
1986,Other Non Freight Carrying Trucks,Vehicles (#),16,
1987,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),1163,
1987,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),5465,
1987,Prime Movers,Vehicles (#),822,
1987,Buses > 9 seats,Vehicles (#),820,
1987,Tow Trucks,Vehicles (#),67,
1987,Fire Appliances,Vehicles (#),157,
1987,Trucks with Machinery Mounted,Vehicles (#),92,
1987,Other Non Freight Carrying Trucks,Vehicles (#),5,
1988,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),2143,
1988,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),7927,
1988,Prime Movers,Vehicles (#),1243,
1988,Buses > 9 seats,Vehicles (#),1178,
1988,Tow Trucks,Vehicles (#),105,
1988,Fire Appliances,Vehicles (#),162,
1988,Trucks with Machinery Mounted,Vehicles (#),157,
1988,Other Non Freight Carrying Trucks,Vehicles (#),10,
1989,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),2356,
1989,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),8455,
1989,Prime Movers,Vehicles (#),1350,
1989,Buses > 9 seats,Vehicles (#),1447,
1989,Tow Trucks,Vehicles (#),108,
1989,Fire Appliances,Vehicles (#),187,
1989,Trucks with Machinery Mounted,Vehicles (#),119,
1989,Other Non Freight Carrying Trucks,Vehicles (#),19,
1990,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),2045,
1990,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),7584,
1990,Prime Movers,Vehicles (#),1173,
1990,Buses > 9 seats,Vehicles (#),1710,
1990,Tow Trucks,Vehicles (#),89,
1990,Fire Appliances,Vehicles (#),192,
1990,Trucks with Machinery Mounted,Vehicles (#),106,
1990,Other Non Freight Carrying Trucks,Vehicles (#),24,
1991,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),1516,
1991,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),4832,
1991,Prime Movers,Vehicles (#),519,
1991,Buses > 9 seats,Vehicles (#),1627,
1991,Tow Trucks,Vehicles (#),46,
1991,Fire Appliances,Vehicles (#),193,
1991,Trucks with Machinery Mounted,Vehicles (#),62,
1991,Other Non Freight Carrying Trucks,Vehicles (#),8,
1992,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),1789,
1992,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),5813,
1992,Prime Movers,Vehicles (#),721,
1992,Buses > 9 seats,Vehicles (#),2078,
1992,Tow Trucks,Vehicles (#),72,
1992,Fire Appliances,Vehicles (#),205,
1992,Trucks with Machinery Mounted,Vehicles (#),110,
1992,Other Non Freight Carrying Trucks,Vehicles (#),18,
1993,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),1909,
1993,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),5838,
1993,Prime Movers,Vehicles (#),1341,
1993,Buses > 9 seats,Vehicles (#),2142,
1993,Tow Trucks,Vehicles (#),57,
1993,Fire Appliances,Vehicles (#),156,
1993,Trucks with Machinery Mounted,Vehicles (#),89,
1993,Other Non Freight Carrying Trucks,Vehicles (#),31,
1994,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),2293,
1994,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),7660,
1994,Prime Movers,Vehicles (#),2158,
1994,Buses > 9 seats,Vehicles (#),2710,
1994,Tow Trucks,Vehicles (#),70,
1994,Fire Appliances,Vehicles (#),208,
1994,Trucks with Machinery Mounted,Vehicles (#),129,
1994,Other Non Freight Carrying Trucks,Vehicles (#),14,
1995,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),2338,
1995,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),6716,
1995,Prime Movers,Vehicles (#),2039,
1995,Buses > 9 seats,Vehicles (#),2829,
1995,Tow Trucks,Vehicles (#),80,
1995,Fire Appliances,Vehicles (#),224,
1995,Trucks with Machinery Mounted,Vehicles (#),132,
1995,Other Non Freight Carrying Trucks,Vehicles (#),18,
1996,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),1962,
1996,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),6286,
1996,Prime Movers,Vehicles (#),1762,
1996,Buses > 9 seats,Vehicles (#),2585,
1996,Tow Trucks,Vehicles (#),78,
1996,Fire Appliances,Vehicles (#),220,
1996,Trucks with Machinery Mounted,Vehicles (#),167,
1996,Other Non Freight Carrying Trucks,Vehicles (#),20,
1997,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),2204,
1997,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),7223,
1997,Prime Movers,Vehicles (#),2132,
1997,Buses > 9 seats,Vehicles (#),2731,
1997,Tow Trucks,Vehicles (#),84,
1997,Fire Appliances,Vehicles (#),211,
1997,Trucks with Machinery Mounted,Vehicles (#),106,
1997,Other Non Freight Carrying Trucks,Vehicles (#),15,
1998,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),3005,
1998,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),8876,
1998,Prime Movers,Vehicles (#),2810,
1998,Buses > 9 seats,Vehicles (#),3160,
1998,Tow Trucks,Vehicles (#),94,
1998,Fire Appliances,Vehicles (#),158,
1998,Trucks with Machinery Mounted,Vehicles (#),115,
1998,Other Non Freight Carrying Trucks,Vehicles (#),36,
1999,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),3631,
1999,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),8699,
1999,Prime Movers,Vehicles (#),2468,
1999,Buses > 9 seats,Vehicles (#),3204,
1999,Tow Trucks,Vehicles (#),110,
1999,Fire Appliances,Vehicles (#),342,
1999,Trucks with Machinery Mounted,Vehicles (#),194,
1999,Other Non Freight Carrying Trucks,Vehicles (#),35,
2000,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),3818,
2000,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),8502,
2000,Prime Movers,Vehicles (#),2316,
2000,Buses > 9 seats,Vehicles (#),3902,
2000,Tow Trucks,Vehicles (#),108,
2000,Fire Appliances,Vehicles (#),310,
2000,Trucks with Machinery Mounted,Vehicles (#),131,
2000,Other Non Freight Carrying Trucks,Vehicles (#),48,
2001,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),4558,
2001,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),8031,
2001,Prime Movers,Vehicles (#),2253,
2001,Buses > 9 seats,Vehicles (#),2914,
2001,Tow Trucks,Vehicles (#),77,
2001,Fire Appliances,Vehicles (#),289,
2001,Trucks with Machinery Mounted,Vehicles (#),138,
2001,Other Non Freight Carrying Trucks,Vehicles (#),40,
2002,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),6757,
2002,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),11170,
2002,Prime Movers,Vehicles (#),3157,
2002,Buses > 9 seats,Vehicles (#),3002,
2002,Tow Trucks,Vehicles (#),116,
2002,Fire Appliances,Vehicles (#),338,
2002,Trucks with Machinery Mounted,Vehicles (#),164,
2002,Other Non Freight Carrying Trucks,Vehicles (#),57,
2003,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),5363,
2003,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),10292,
2003,Prime Movers,Vehicles (#),4075,
2003,Buses > 9 seats,Vehicles (#),3192,
2003,Tow Trucks,Vehicles (#),105,
2003,Fire Appliances,Vehicles (#),215,
2003,Trucks with Machinery Mounted,Vehicles (#),148,
2003,Other Non Freight Carrying Trucks,Vehicles (#),36,
2004,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),7347,
2004,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),13801,
2004,Prime Movers,Vehicles (#),4884,
2004,Buses > 9 seats,Vehicles (#),3036,
2004,Tow Trucks,Vehicles (#),115,
2004,Fire Appliances,Vehicles (#),328,
2004,Trucks with Machinery Mounted,Vehicles (#),236,
2004,Other Non Freight Carrying Trucks,Vehicles (#),54,
2005,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),8260,
2005,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),14033,
2005,Prime Movers,Vehicles (#),5178,
2005,Buses > 9 seats,Vehicles (#),4259,
2005,Tow Trucks,Vehicles (#),123,
2005,Fire Appliances,Vehicles (#),276,
2005,Trucks with Machinery Mounted,Vehicles (#),375,
2005,Other Non Freight Carrying Trucks,Vehicles (#),70,
2006,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),6997,
2006,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),15149,
2006,Prime Movers,Vehicles (#),4960,
2006,Buses > 9 seats,Vehicles (#),4745,
2006,Tow Trucks,Vehicles (#),126,
2006,Fire Appliances,Vehicles (#),264,
2006,Trucks with Machinery Mounted,Vehicles (#),449,
2006,Other Non Freight Carrying Trucks,Vehicles (#),75,
2007,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),8374,
2007,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),20825,
2007,Prime Movers,Vehicles (#),8592,
2007,Buses > 9 seats,Vehicles (#),4896,
2007,Tow Trucks,Vehicles (#),147,
2007,Fire Appliances,Vehicles (#),295,
2007,Trucks with Machinery Mounted,Vehicles (#),500,
2007,Other Non Freight Carrying Trucks,Vehicles (#),65,
2008,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),8769,
2008,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),14568,
2008,Prime Movers,Vehicles (#),4381,
2008,Buses > 9 seats,Vehicles (#),6586,
2008,Tow Trucks,Vehicles (#),148,
2008,Fire Appliances,Vehicles (#),259,
2008,Trucks with Machinery Mounted,Vehicles (#),289,
2008,Other Non Freight Carrying Trucks,Vehicles (#),42,
2009,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),6441,
2009,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),12641,
2009,Prime Movers,Vehicles (#),3317,
2009,Buses > 9 seats,Vehicles (#),4878,
2009,Tow Trucks,Vehicles (#),109,
2009,Fire Appliances,Vehicles (#),260,
2009,Trucks with Machinery Mounted,Vehicles (#),251,
2009,Other Non Freight Carrying Trucks,Vehicles (#),33,
2010,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),9590,
2010,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),15342,
2010,Prime Movers,Vehicles (#),6150,
2010,Buses > 9 seats,Vehicles (#),5675,
2010,Tow Trucks,Vehicles (#),119,
2010,Fire Appliances,Vehicles (#),283,
2010,Trucks with Machinery Mounted,Vehicles (#),337,
2010,Other Non Freight Carrying Trucks,Vehicles (#),48,
2011,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),6509,
2011,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),9794,
2011,Prime Movers,Vehicles (#),3663,
2011,Buses > 9 seats,Vehicles (#),5892,
2011,Tow Trucks,Vehicles (#),103,
2011,Fire Appliances,Vehicles (#),152,
2011,Trucks with Machinery Mounted,Vehicles (#),296,
2011,Other Non Freight Carrying Trucks,Vehicles (#),25,
2012,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),8205,
2012,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),13372,
2012,Prime Movers,Vehicles (#),6231,
2012,Buses > 9 seats,Vehicles (#),5400,
2012,Tow Trucks,Vehicles (#),87,
2012,Fire Appliances,Vehicles (#),276,
2012,Trucks with Machinery Mounted,Vehicles (#),219,
2012,Other Non Freight Carrying Trucks,Vehicles (#),36,
2013,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),6984,
2013,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),9660,
2013,Prime Movers,Vehicles (#),5881,
2013,Buses > 9 seats,Vehicles (#),4304,
2013,Tow Trucks,Vehicles (#),79,
2013,Fire Appliances,Vehicles (#),142,
2013,Trucks with Machinery Mounted,Vehicles (#),174,
2013,Other Non Freight Carrying Trucks,Vehicles (#),17,
2014,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),145,
2014,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),71,
2014,Prime Movers,Vehicles (#),129,
2014,Buses > 9 seats,Vehicles (#),81,
2014,Tow Trucks,Vehicles (#),0,
2014,Fire Appliances,Vehicles (#),4,
2014,Trucks with Machinery Mounted,Vehicles (#),0,
2014,Other Non Freight Carrying Trucks,Vehicles (#),0,
2015,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),0,
2015,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),0,
2015,Prime Movers,Vehicles (#),0,
2015,Buses > 9 seats,Vehicles (#),0,
2015,Tow Trucks,Vehicles (#),0,
2015,Fire Appliances,Vehicles (#),0,
2015,Trucks with Machinery Mounted,Vehicles (#),0,
2015,Other Non Freight Carrying Trucks,Vehicles (#),0,
2016,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),0,
2016,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),0,
2016,Prime Movers,Vehicles (#),0,
2016,Buses > 9 seats,Vehicles (#),0,
2016,Tow Trucks,Vehicles (#),0,
2016,Fire Appliances,Vehicles (#),0,
2016,Trucks with Machinery Mounted,Vehicles (#),0,
2016,Other Non Freight Carrying Trucks,Vehicles (#),0,
2017,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),0,
2017,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),0,
2017,Prime Movers,Vehicles (#),0,
2017,Buses > 9 seats,Vehicles (#),0,
2017,Tow Trucks,Vehicles (#),0,
2017,Fire Appliances,Vehicles (#),0,
2017,Trucks with Machinery Mounted,Vehicles (#),0,
2017,Other Non Freight Carrying Trucks,Vehicles (#),0,
2018,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),0,
2018,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),0,
2018,Prime Movers,Vehicles (#),0,
2018,Buses > 9 seats,Vehicles (#),0,
2018,Tow Trucks,Vehicles (#),0,
2018,Fire Appliances,Vehicles (#),0,
2018,Trucks with Machinery Mounted,Vehicles (#),0,
2018,Other Non Freight Carrying Trucks,Vehicles (#),0,
2019,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),0,
2019,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),0,
2019,Prime Movers,Vehicles (#),0,
2019,Buses > 9 seats,Vehicles (#),0,
2019,Tow Trucks,Vehicles (#),0,
2019,Fire Appliances,Vehicles (#),0,
2019,Trucks with Machinery Mounted,Vehicles (#),0,
2019,Other Non Freight Carrying Trucks,Vehicles (#),0,
2020,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),0,
2020,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),0,
2020,Prime Movers,Vehicles (#),0,
2020,Buses > 9 seats,Vehicles (#),0,
2020,Tow Trucks,Vehicles (#),0,
2020,Fire Appliances,Vehicles (#),0,
2020,Trucks with Machinery Mounted,Vehicles (#),0,
2020,Other Non Freight Carrying Trucks,Vehicles (#),0,
2021,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),0,
2021,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),0,
2021,Prime Movers,Vehicles (#),0,
2021,Buses > 9 seats,Vehicles (#),0,
2021,Tow Trucks,Vehicles (#),0,
2021,Fire Appliances,Vehicles (#),0,
2021,Trucks with Machinery Mounted,Vehicles (#),0,
2021,Other Non Freight Carrying Trucks,Vehicles (#),0,
Not stated,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),385,
Not stated,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),457,
Not stated,Prime Movers,Vehicles (#),55,
Not stated,Buses > 9 seats,Vehicles (#),22,
Not stated,Tow Trucks,Vehicles (#),7,
Not stated,Fire Appliances,Vehicles (#),3,
Not stated,Trucks with Machinery Mounted,Vehicles (#),20,
