Australian Bureau of Statistics,,,,
,,,,
"Motor Vehicle Census, 2018",,,,
1965,Tow Trucks,Vehicle Level (#),0,
1965,Fire Appliances,Vehicle Level (#),20,
1965,Trucks with Machinery Mounted,Vehicle Level (#),6,
1965,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1966,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),23,
1966,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),396,
1966,Prime Movers,Vehicle Level (#),18,
1966,Buses > 9 seats,Vehicle Level (#),3,
1966,Tow Trucks,Vehicle Level (#),3,
1966,Fire Appliances,Vehicle Level (#),10,
1966,Trucks with Machinery Mounted,Vehicle Level (#),0,
1966,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1967,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),34,
1967,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),402,
1967,Prime Movers,Vehicle Level (#),15,
1967,Buses > 9 seats,Vehicle Level (#),7,
1967,Tow Trucks,Vehicle Level (#),3,
1967,Fire Appliances,Vehicle Level (#),17,
1967,Trucks with Machinery Mounted,Vehicle Level (#),3,
1967,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1968,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),45,
1968,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),555,
1968,Prime Movers,Vehicle Level (#),29,
1968,Buses > 9 seats,Vehicle Level (#),5,
1968,Tow Trucks,Vehicle Level (#),4,
1968,Fire Appliances,Vehicle Level (#),18,
1968,Trucks with Machinery Mounted,Vehicle Level (#),8,
1968,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1969,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),48,
1969,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),553,
1969,Prime Movers,Vehicle Level (#),44,
1969,Buses > 9 seats,Vehicle Level (#),3,
1969,Tow Trucks,Vehicle Level (#),6,
1969,Fire Appliances,Vehicle Level (#),19,
1969,Trucks with Machinery Mounted,Vehicle Level (#),10,
1969,Other Non Freight Carrying Trucks,Vehicle Level (#),3,
1970,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),57,
1970,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),777,
1970,Prime Movers,Vehicle Level (#),73,
1970,Buses > 9 seats,Vehicle Level (#),12,
1970,Tow Trucks,Vehicle Level (#),7,
1970,Fire Appliances,Vehicle Level (#),38,
1970,Trucks with Machinery Mounted,Vehicle Level (#),4,
1970,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1971,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),62,
1971,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),556,
1971,Prime Movers,Vehicle Level (#),57,
1971,Buses > 9 seats,Vehicle Level (#),6,
1971,Tow Trucks,Vehicle Level (#),3,
1971,Fire Appliances,Vehicle Level (#),33,
1971,Trucks with Machinery Mounted,Vehicle Level (#),10,
1971,Other Non Freight Carrying Trucks,Vehicle Level (#),3,
1972,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),76,
1972,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),662,
1972,Prime Movers,Vehicle Level (#),52,
1972,Buses > 9 seats,Vehicle Level (#),15,
1972,Tow Trucks,Vehicle Level (#),9,
1972,Fire Appliances,Vehicle Level (#),25,
1972,Trucks with Machinery Mounted,Vehicle Level (#),3,
1972,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1973,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),90,
1973,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),926,
1973,Prime Movers,Vehicle Level (#),88,
1973,Buses > 9 seats,Vehicle Level (#),9,
1973,Tow Trucks,Vehicle Level (#),3,
1973,Fire Appliances,Vehicle Level (#),13,
1973,Trucks with Machinery Mounted,Vehicle Level (#),8,
1973,Other Non Freight Carrying Trucks,Vehicle Level (#),3,
1974,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),146,
1974,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),1114,
1974,Prime Movers,Vehicle Level (#),127,
1974,Buses > 9 seats,Vehicle Level (#),18,
1974,Tow Trucks,Vehicle Level (#),9,
1974,Fire Appliances,Vehicle Level (#),19,
1974,Trucks with Machinery Mounted,Vehicle Level (#),5,
1974,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1975,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),213,
1975,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),1361,
1975,Prime Movers,Vehicle Level (#),160,
1975,Buses > 9 seats,Vehicle Level (#),8,
1975,Tow Trucks,Vehicle Level (#),22,
1975,Fire Appliances,Vehicle Level (#),26,
1975,Trucks with Machinery Mounted,Vehicle Level (#),8,
1975,Other Non Freight Carrying Trucks,Vehicle Level (#),3,
1976,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),249,
1976,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),1908,
1976,Prime Movers,Vehicle Level (#),276,
1976,Buses > 9 seats,Vehicle Level (#),20,
1976,Tow Trucks,Vehicle Level (#),20,
1976,Fire Appliances,Vehicle Level (#),26,
1976,Trucks with Machinery Mounted,Vehicle Level (#),15,
1976,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1977,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),340,
1977,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),1650,
1977,Prime Movers,Vehicle Level (#),266,
1977,Buses > 9 seats,Vehicle Level (#),40,
1977,Tow Trucks,Vehicle Level (#),44,
1977,Fire Appliances,Vehicle Level (#),14,
1977,Trucks with Machinery Mounted,Vehicle Level (#),18,
1977,Other Non Freight Carrying Trucks,Vehicle Level (#),4,
1978,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),330,
1978,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),1747,
1978,Prime Movers,Vehicle Level (#),326,
1978,Buses > 9 seats,Vehicle Level (#),49,
1978,Tow Trucks,Vehicle Level (#),49,
1978,Fire Appliances,Vehicle Level (#),29,
1978,Trucks with Machinery Mounted,Vehicle Level (#),25,
1978,Other Non Freight Carrying Trucks,Vehicle Level (#),8,
1979,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),333,
1979,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),2064,
1979,Prime Movers,Vehicle Level (#),419,
1979,Buses > 9 seats,Vehicle Level (#),45,
1979,Tow Trucks,Vehicle Level (#),42,
1979,Fire Appliances,Vehicle Level (#),24,
1979,Trucks with Machinery Mounted,Vehicle Level (#),17,
1979,Other Non Freight Carrying Trucks,Vehicle Level (#),4,
1980,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),294,
1980,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),2725,
1980,Prime Movers,Vehicle Level (#),440,
1980,Buses > 9 seats,Vehicle Level (#),85,
1980,Tow Trucks,Vehicle Level (#),39,
1980,Fire Appliances,Vehicle Level (#),31,
1980,Trucks with Machinery Mounted,Vehicle Level (#),43,
1980,Other Non Freight Carrying Trucks,Vehicle Level (#),5,
1981,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),382,
1981,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),3017,
1981,Prime Movers,Vehicle Level (#),440,
1981,Buses > 9 seats,Vehicle Level (#),75,
1981,Tow Trucks,Vehicle Level (#),57,
1981,Fire Appliances,Vehicle Level (#),32,
1981,Trucks with Machinery Mounted,Vehicle Level (#),49,
1981,Other Non Freight Carrying Trucks,Vehicle Level (#),3,
1982,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),387,
1982,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),2781,
1982,Prime Movers,Vehicle Level (#),330,
1982,Buses > 9 seats,Vehicle Level (#),113,
1982,Tow Trucks,Vehicle Level (#),46,
1982,Fire Appliances,Vehicle Level (#),27,
1982,Trucks with Machinery Mounted,Vehicle Level (#),32,
1982,Other Non Freight Carrying Trucks,Vehicle Level (#),7,
1983,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),287,
1983,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),2418,
1983,Prime Movers,Vehicle Level (#),244,
1983,Buses > 9 seats,Vehicle Level (#),134,
1983,Tow Trucks,Vehicle Level (#),44,
1983,Fire Appliances,Vehicle Level (#),52,
1983,Trucks with Machinery Mounted,Vehicle Level (#),34,
1983,Other Non Freight Carrying Trucks,Vehicle Level (#),5,
1984,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),583,
1984,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),4130,
1984,Prime Movers,Vehicle Level (#),480,
1984,Buses > 9 seats,Vehicle Level (#),241,
1984,Tow Trucks,Vehicle Level (#),54,
1984,Fire Appliances,Vehicle Level (#),53,
1984,Trucks with Machinery Mounted,Vehicle Level (#),34,
1984,Other Non Freight Carrying Trucks,Vehicle Level (#),11,
1985,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),903,
1985,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),6360,
1985,Prime Movers,Vehicle Level (#),765,
1985,Buses > 9 seats,Vehicle Level (#),315,
1985,Tow Trucks,Vehicle Level (#),54,
1985,Fire Appliances,Vehicle Level (#),87,
1985,Trucks with Machinery Mounted,Vehicle Level (#),67,
1985,Other Non Freight Carrying Trucks,Vehicle Level (#),10,
1986,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),761,
1986,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),4775,
1986,Prime Movers,Vehicle Level (#),626,
1986,Buses > 9 seats,Vehicle Level (#),326,
1986,Tow Trucks,Vehicle Level (#),47,
1986,Fire Appliances,Vehicle Level (#),84,
1986,Trucks with Machinery Mounted,Vehicle Level (#),52,
1986,Other Non Freight Carrying Trucks,Vehicle Level (#),7,
1987,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),781,
1987,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),4184,
1987,Prime Movers,Vehicle Level (#),573,
1987,Buses > 9 seats,Vehicle Level (#),380,
1987,Tow Trucks,Vehicle Level (#),55,
1987,Fire Appliances,Vehicle Level (#),126,
1987,Trucks with Machinery Mounted,Vehicle Level (#),63,
1987,Other Non Freight Carrying Trucks,Vehicle Level (#),6,
1988,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1458,
1988,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),6177,
1988,Prime Movers,Vehicle Level (#),910,
1988,Buses > 9 seats,Vehicle Level (#),535,
1988,Tow Trucks,Vehicle Level (#),80,
1988,Fire Appliances,Vehicle Level (#),94,
1988,Trucks with Machinery Mounted,Vehicle Level (#),111,
1988,Other Non Freight Carrying Trucks,Vehicle Level (#),3,
1989,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1509,
1989,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),6659,
1989,Prime Movers,Vehicle Level (#),945,
1989,Buses > 9 seats,Vehicle Level (#),685,
1989,Tow Trucks,Vehicle Level (#),93,
1989,Fire Appliances,Vehicle Level (#),128,
1989,Trucks with Machinery Mounted,Vehicle Level (#),71,
1989,Other Non Freight Carrying Trucks,Vehicle Level (#),15,
1990,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1420,
1990,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),6029,
1990,Prime Movers,Vehicle Level (#),843,
1990,Buses > 9 seats,Vehicle Level (#),930,
1990,Tow Trucks,Vehicle Level (#),66,
1990,Fire Appliances,Vehicle Level (#),167,
1990,Trucks with Machinery Mounted,Vehicle Level (#),71,
1990,Other Non Freight Carrying Trucks,Vehicle Level (#),18,
1991,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1045,
1991,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),3951,
1991,Prime Movers,Vehicle Level (#),367,
1991,Buses > 9 seats,Vehicle Level (#),977,
1991,Tow Trucks,Vehicle Level (#),34,
1991,Fire Appliances,Vehicle Level (#),177,
1991,Trucks with Machinery Mounted,Vehicle Level (#),52,
1991,Other Non Freight Carrying Trucks,Vehicle Level (#),4,
1992,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1300,
1992,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),4782,
1992,Prime Movers,Vehicle Level (#),545,
1992,Buses > 9 seats,Vehicle Level (#),1317,
1992,Tow Trucks,Vehicle Level (#),67,
1992,Fire Appliances,Vehicle Level (#),190,
1992,Trucks with Machinery Mounted,Vehicle Level (#),83,
1992,Other Non Freight Carrying Trucks,Vehicle Level (#),8,
1993,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1327,
1993,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),4906,
1993,Prime Movers,Vehicle Level (#),1041,
1993,Buses > 9 seats,Vehicle Level (#),1460,
1993,Tow Trucks,Vehicle Level (#),55,
1993,Fire Appliances,Vehicle Level (#),141,
1993,Trucks with Machinery Mounted,Vehicle Level (#),56,
1993,Other Non Freight Carrying Trucks,Vehicle Level (#),30,
1994,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1659,
1994,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),6476,
1994,Prime Movers,Vehicle Level (#),1674,
1994,Buses > 9 seats,Vehicle Level (#),1924,
1994,Tow Trucks,Vehicle Level (#),68,
1994,Fire Appliances,Vehicle Level (#),163,
1994,Trucks with Machinery Mounted,Vehicle Level (#),95,
1994,Other Non Freight Carrying Trucks,Vehicle Level (#),10,
1995,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1790,
1995,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),5814,
1995,Prime Movers,Vehicle Level (#),1587,
1995,Buses > 9 seats,Vehicle Level (#),1991,
1995,Tow Trucks,Vehicle Level (#),75,
1995,Fire Appliances,Vehicle Level (#),202,
1995,Trucks with Machinery Mounted,Vehicle Level (#),102,
1995,Other Non Freight Carrying Trucks,Vehicle Level (#),21,
1996,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1617,
1996,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),5542,
1996,Prime Movers,Vehicle Level (#),1410,
1996,Buses > 9 seats,Vehicle Level (#),1855,
1996,Tow Trucks,Vehicle Level (#),73,
1996,Fire Appliances,Vehicle Level (#),199,
1996,Trucks with Machinery Mounted,Vehicle Level (#),119,
1996,Other Non Freight Carrying Trucks,Vehicle Level (#),17,
1997,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1850,
1997,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),6439,
1997,Prime Movers,Vehicle Level (#),1729,
1997,Buses > 9 seats,Vehicle Level (#),2102,
1997,Tow Trucks,Vehicle Level (#),78,
1997,Fire Appliances,Vehicle Level (#),169,
1997,Trucks with Machinery Mounted,Vehicle Level (#),88,
1997,Other Non Freight Carrying Trucks,Vehicle Level (#),13,
1998,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),2557,
1998,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),8021,
1998,Prime Movers,Vehicle Level (#),2209,
1998,Buses > 9 seats,Vehicle Level (#),2583,
1998,Tow Trucks,Vehicle Level (#),95,
1998,Fire Appliances,Vehicle Level (#),144,
1998,Trucks with Machinery Mounted,Vehicle Level (#),96,
1998,Other Non Freight Carrying Trucks,Vehicle Level (#),25,
1999,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),3063,
1999,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),7836,
1999,Prime Movers,Vehicle Level (#),2010,
1999,Buses > 9 seats,Vehicle Level (#),2643,
1999,Tow Trucks,Vehicle Level (#),107,
1999,Fire Appliances,Vehicle Level (#),292,
1999,Trucks with Machinery Mounted,Vehicle Level (#),160,
1999,Other Non Freight Carrying Trucks,Vehicle Level (#),25,
2000,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),3283,
2000,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),7742,
2000,Prime Movers,Vehicle Level (#),1874,
2000,Buses > 9 seats,Vehicle Level (#),3262,
2000,Tow Trucks,Vehicle Level (#),103,
2000,Fire Appliances,Vehicle Level (#),280,
2000,Trucks with Machinery Mounted,Vehicle Level (#),123,
2000,Other Non Freight Carrying Trucks,Vehicle Level (#),42,
2001,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),4013,
2001,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),7395,
2001,Prime Movers,Vehicle Level (#),1828,
2001,Buses > 9 seats,Vehicle Level (#),2569,
2001,Tow Trucks,Vehicle Level (#),84,
2001,Fire Appliances,Vehicle Level (#),281,
2001,Trucks with Machinery Mounted,Vehicle Level (#),130,
2001,Other Non Freight Carrying Trucks,Vehicle Level (#),33,
2002,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),6093,
2002,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),10482,
2002,Prime Movers,Vehicle Level (#),2607,
2002,Buses > 9 seats,Vehicle Level (#),2616,
2002,Tow Trucks,Vehicle Level (#),116,
2002,Fire Appliances,Vehicle Level (#),315,
2002,Trucks with Machinery Mounted,Vehicle Level (#),157,
2002,Other Non Freight Carrying Trucks,Vehicle Level (#),56,
2003,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),4850,
2003,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),9819,
2003,Prime Movers,Vehicle Level (#),3454,
2003,Buses > 9 seats,Vehicle Level (#),2775,
2003,Tow Trucks,Vehicle Level (#),110,
2003,Fire Appliances,Vehicle Level (#),206,
2003,Trucks with Machinery Mounted,Vehicle Level (#),128,
2003,Other Non Freight Carrying Trucks,Vehicle Level (#),37,
2004,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),6625,
2004,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),13465,
2004,Prime Movers,Vehicle Level (#),4176,
2004,Buses > 9 seats,Vehicle Level (#),2666,
2004,Tow Trucks,Vehicle Level (#),129,
2004,Fire Appliances,Vehicle Level (#),326,
2004,Trucks with Machinery Mounted,Vehicle Level (#),197,
2004,Other Non Freight Carrying Trucks,Vehicle Level (#),48,
2005,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),7581,
2005,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),13821,
2005,Prime Movers,Vehicle Level (#),4474,
2005,Buses > 9 seats,Vehicle Level (#),3883,
2005,Tow Trucks,Vehicle Level (#),151,
2005,Fire Appliances,Vehicle Level (#),277,
2005,Trucks with Machinery Mounted,Vehicle Level (#),290,
2005,Other Non Freight Carrying Trucks,Vehicle Level (#),60,
2006,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),6417,
2006,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),15065,
2006,Prime Movers,Vehicle Level (#),4359,
2006,Buses > 9 seats,Vehicle Level (#),4323,
2006,Tow Trucks,Vehicle Level (#),137,
2006,Fire Appliances,Vehicle Level (#),264,
2006,Trucks with Machinery Mounted,Vehicle Level (#),332,
2006,Other Non Freight Carrying Trucks,Vehicle Level (#),67,
2007,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),7651,
2007,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),20734,
2007,Prime Movers,Vehicle Level (#),7759,
2007,Buses > 9 seats,Vehicle Level (#),4699,
2007,Tow Trucks,Vehicle Level (#),179,
2007,Fire Appliances,Vehicle Level (#),300,
2007,Trucks with Machinery Mounted,Vehicle Level (#),421,
2007,Other Non Freight Carrying Trucks,Vehicle Level (#),59,
2008,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),7976,
2008,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),14516,
2008,Prime Movers,Vehicle Level (#),3858,
2008,Buses > 9 seats,Vehicle Level (#),6255,
2008,Tow Trucks,Vehicle Level (#),171,
2008,Fire Appliances,Vehicle Level (#),265,
2008,Trucks with Machinery Mounted,Vehicle Level (#),276,
2008,Other Non Freight Carrying Trucks,Vehicle Level (#),51,
2009,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),6025,
2009,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),12585,
2009,Prime Movers,Vehicle Level (#),3010,
2009,Buses > 9 seats,Vehicle Level (#),4747,
2009,Tow Trucks,Vehicle Level (#),126,
2009,Fire Appliances,Vehicle Level (#),276,
2009,Trucks with Machinery Mounted,Vehicle Level (#),223,
2009,Other Non Freight Carrying Trucks,Vehicle Level (#),38,
2010,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),8670,
2010,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),15433,
2010,Prime Movers,Vehicle Level (#),5470,
2010,Buses > 9 seats,Vehicle Level (#),5436,
2010,Tow Trucks,Vehicle Level (#),129,
2010,Fire Appliances,Vehicle Level (#),303,
2010,Trucks with Machinery Mounted,Vehicle Level (#),317,
2010,Other Non Freight Carrying Trucks,Vehicle Level (#),58,
2011,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),5940,
2011,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),9802,
2011,Prime Movers,Vehicle Level (#),3260,
2011,Buses > 9 seats,Vehicle Level (#),5818,
2011,Tow Trucks,Vehicle Level (#),116,
2011,Fire Appliances,Vehicle Level (#),159,
2011,Trucks with Machinery Mounted,Vehicle Level (#),285,
2011,Other Non Freight Carrying Trucks,Vehicle Level (#),35,
2012,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),7771,
2012,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),13604,
2012,Prime Movers,Vehicle Level (#),5616,
2012,Buses > 9 seats,Vehicle Level (#),5305,
2012,Tow Trucks,Vehicle Level (#),103,
2012,Fire Appliances,Vehicle Level (#),294,
2012,Trucks with Machinery Mounted,Vehicle Level (#),227,
2012,Other Non Freight Carrying Trucks,Vehicle Level (#),45,
2013,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),7775,
2013,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),12125,
2013,Prime Movers,Vehicle Level (#),6139,
2013,Buses > 9 seats,Vehicle Level (#),4494,
2013,Tow Trucks,Vehicle Level (#),100,
2013,Fire Appliances,Vehicle Level (#),239,
2013,Trucks with Machinery Mounted,Vehicle Level (#),213,
2013,Other Non Freight Carrying Trucks,Vehicle Level (#),42,
2014,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),8253,
2014,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),12567,
2014,Prime Movers,Vehicle Level (#),5848,
2014,Buses > 9 seats,Vehicle Level (#),4958,
2014,Tow Trucks,Vehicle Level (#),126,
2014,Fire Appliances,Vehicle Level (#),212,
2014,Trucks with Machinery Mounted,Vehicle Level (#),292,
2014,Other Non Freight Carrying Trucks,Vehicle Level (#),41,
2015,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),9242,
2015,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),13167,
2015,Prime Movers,Vehicle Level (#),4991,
2015,Buses > 9 seats,Vehicle Level (#),4837,
2015,Tow Trucks,Vehicle Level (#),140,
2015,Fire Appliances,Vehicle Level (#),225,
2015,Trucks with Machinery Mounted,Vehicle Level (#),187,
2015,Other Non Freight Carrying Trucks,Vehicle Level (#),63,
2016,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),10319,
2016,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),13236,
2016,Prime Movers,Vehicle Level (#),4923,
2016,Buses > 9 seats,Vehicle Level (#),4427,
2016,Tow Trucks,Vehicle Level (#),140,
2016,Fire Appliances,Vehicle Level (#),222,
2016,Trucks with Machinery Mounted,Vehicle Level (#),185,
2016,Other Non Freight Carrying Trucks,Vehicle Level (#),74,
2017,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),11676,
2017,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),11670,
2017,Prime Movers,Vehicle Level (#),5783,
2017,Buses > 9 seats,Vehicle Level (#),4364,
2017,Tow Trucks,Vehicle Level (#),172,
2017,Fire Appliances,Vehicle Level (#),88,
2017,Trucks with Machinery Mounted,Vehicle Level (#),146,
2017,Other Non Freight Carrying Trucks,Vehicle Level (#),38,
2018,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),180,
2018,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),68,
2018,Prime Movers,Vehicle Level (#),75,
2018,Buses > 9 seats,Vehicle Level (#),143,
